node,X,Y,Z,classe
11156,3.3974835688,0.98794508963,-58.62819202,4
11157,-11.771165188,3.065036141,-22.617402802,0
11158,2.7554367892,0.97809693896,-52.77095352,4
11159,-11.71929338,3.0505603708,-28.266760541,0
11160,2.298564961,0.97701573526,-54.63752773,4
11161,-8.3913838467,2.2201135794,-10.549338431,5
11162,-5.2664109274,1.6218415991,-12.09284429,5
11163,4.8206192348,1.0452876187,-15.742470671,0
11164,1.9281765447,0.97970726777,-49.611517313,4
11165,18.448517709,4.4457575513,-41.369752214,9
11166,3.2872917739,0.98555672833,-32.969998444,9
11167,-11.898990841,3.1009067398,-19.634091347,0
11168,3.5725874861,0.99234002641,-43.912609369,4
11169,2.5943444522,0.97715742725,-38.454102679,9
11170,-9.563594941,2.4903696292,-47.013339838,9
11171,2.9740232789,0.98035027479,-31.397906709,9
11172,-10.782863921,2.797252962,-12.451202752,0
11173,-10.549544936,2.7365126253,-33.966454756,9
11174,3.0601150524,0.98154836635,-40.333596547,9
11175,-0.24789474308,1.0582887401,-10.986456745,0
11176,-10.682427364,2.7709897102,-17.07507089,0
11177,-11.908427591,3.1035660836,-18.038564687,0
11178,18.576090024,4.5051612321,-36.115901475,9
11179,1.2599466403,0.99253404969,-11.378904183,0
11180,2.2621603555,0.97713934165,-36.609018224,9
11181,-3.4450936112,1.3585057116,-12.209575108,5
11182,18.594915669,4.5139752934,-37.728519235,9
11183,3.7031929613,0.99609919253,-35.794929371,9
11184,1.8239209472,0.98103615518,-29.887461926,9
11185,-10.812053947,2.8049188695,-55.179961441,0
11186,2.4371710742,0.97682763256,-45.087519063,4
11187,-11.262248918,2.925027028,-56.952322547,3
11188,-8.0653731956,2.1493239781,-14.561926192,5
11189,-6.6816231172,1.8703782298,-13.20470809,5
11190,-9.0978831184,2.3800680673,-54.641870534,0
11191,-7.7123357662,2.0748331878,-56.344798005,0
11192,-6.0010059114,1.7461461098,-56.662039583,0
11193,-4.7156644651,1.5354020622,-56.073151166,9
11194,-3.2931301794,1.3394854567,-56.119782371,9
11195,-1.982281896,1.1948055735,-56.142685287,0
11196,-0.70605670855,1.0881329476,-56.237287349,9
11197,0.47019284342,1.0206965376,-56.595154418,4
11198,1.7750915591,0.98174443619,-56.387461183,4
11199,1.3528579644,0.99014204477,-20.157137136,0
11200,-9.0258921354,2.3633610976,-30.713243904,0
11201,-10.003377373,2.598050931,-37.201437866,9
11202,1.5158517982,0.98641882436,-18.018191672,0
11203,0.54631642977,1.017376283,-25.614976804,0
11204,-9.9708287148,2.5899645947,-10.846071693,5
11205,0.71653006447,1.0104173134,-37.676471249,9
11206,-9.0088729912,2.3594249462,-38.968409319,9
11207,-8.5892654929,2.2640141365,-26.860725312,0
11208,-9.4103786641,2.4536566762,-42.996701898,9
11209,-8.3108315258,2.20244437,-23.15228972,0
11210,-9.6550553996,2.5124828381,-49.301369697,0
11211,-8.8657256077,2.3265224679,-32.990119723,9
11212,-1.7087006374,1.1690589089,-11.541918995,5
11213,1.2058972593,0.99401538164,-27.678116893,9
11214,18.313448182,4.3834788164,-34.65941275,9
11215,-9.729512836,2.5305941727,-28.56445649,0
11216,1.6823549626,0.98324008902,-15.882092306,0
11217,1.5259913912,0.98620716742,-46.502467841,9
11218,-9.2522700442,2.4162074828,-35.204263724,9
11219,-8.6328226099,2.2737717316,-12.44212809,5
11220,-0.033709612918,1.0458954514,-23.495767709,0
11221,-4.8217583379,1.5515993193,-13.900206263,5
11222,2.1872680917,0.97749047877,-34.54228676,9
11223,-8.7446724678,2.2989837973,-52.60330331,0
11224,0.53602968509,1.0178174551,-44.804042316,9
11225,0.72956458006,1.0099109757,-48.067377377,4
11226,1.6739789026,0.98338487256,-43.401565023,9
11227,1.3660842367,0.98981743308,-51.276342358,4
11228,1.0320515511,0.99922669643,-39.583179248,9
11229,0.54980221541,1.0172273187,-35.810420308,9
11230,2.9807810907,0.98043795788,-42.300631366,4
11231,1.094031454,0.99729068637,-53.054069593,4
11232,-0.052749852165,1.0469567167,-12.672348306,0
11233,-8.1522860697,2.1680087312,-40.977250615,9
11234,-9.0964533913,2.3797353723,-21.561914621,0
11235,-7.604855951,2.0526044832,-16.616121548,5
11236,-8.4420581588,2.2312888249,-44.921465341,9
11237,1.445490447,0.98795202102,-32.317742318,9
11238,-7.4618320473,2.023351172,-25.081474787,0
11239,-10.667445162,2.7670870789,-20.935130247,0
11240,-9.0562021741,2.3703839129,-17.818528687,0
11241,1.2559102275,0.99264239476,-41.520530029,9
11242,0.0062433772661,1.0436942697,-14.665326063,0
11243,-10.474890831,2.7172785072,-18.893329262,0
11244,-6.1329226537,1.7695479028,-15.323710541,5
11245,-7.3643986509,2.0036366618,-34.381707748,0
11246,-7.7240233782,2.0772630641,-29.05047795,0
11247,-7.5065368155,2.0324547278,-53.94126447,9
11248,-6.2567064541,1.7918037398,-55.069861908,9
11249,-5.055659458,1.5880756127,-54.357064641,9
11250,-3.8227712959,1.4077689037,-54.560027973,9
11251,-2.4770839566,1.2453007448,-54.624366611,9
11252,-1.0920364679,1.1167679875,-54.718179142,0
11253,0.56394404523,1.0166257343,-54.949999366,4
11254,-8.2863980524,2.1971079567,-50.566470195,9
11255,-0.32347509204,1.0628998487,-18.987453538,0
11256,-0.31210916189,1.0621985144,-46.426568204,0
11257,-0.70160734937,1.0878214047,-27.037413002,0
11258,-0.48485187965,1.0731589282,-42.895289037,0
11259,-0.89422073186,1.1016957551,-38.774867354,0
11260,-0.18154488303,1.0543429095,-28.924344004,0
11261,-7.9788519639,2.1308590627,-36.771053712,9
11262,-3.1516465608,1.3221925947,-14.271839788,5
11263,-0.35286765064,1.0647264807,-21.278729984,0
11264,0.24456924908,1.0312895246,-33.991734216,0
11265,-8.9729026867,2.3511227898,-19.797754628,0
11266,-1.6626391408,1.1648773264,-13.488849554,5
11267,-7.0370445628,1.9386748237,-31.672270045,0
11268,-0.16723389507,1.0535043712,-16.80467432,0
11269,-7.3440801204,1.9995473302,-21.078331251,0
11270,-0.56681075514,1.078584317,-40.715494682,0
11271,-1.3834099297,1.1404786161,-25.003953656,5
11272,-7.0355166068,1.9383762261,-51.883493609,9
11273,-6.4929788904,1.8350796341,-27.169913694,0
11274,-0.019992061354,1.0451357644,-49.736183622,9
11275,-5.7355730408,1.7000514741,-17.494625365,5
11276,-6.6286986426,1.8604084351,-38.675358767,9
11277,-3.9704248363,1.4277964844,-16.15774863,5
11278,-7.2116125675,1.9730721773,-43.057416527,9
11279,-7.5276127616,2.0367592323,-46.625770635,9
11280,-6.4487725854,1.8269035855,-23.234481476,0
11281,-7.8319183839,2.0998118873,-48.509126845,9
11282,-0.36380489725,1.0654109591,-32.459653561,0
11283,-0.016383010246,1.0449365752,-30.824267347,0
11284,-7.3669591487,2.0041525268,-18.746516414,0
11285,-1.5089243356,1.1512436723,-44.791154286,0
11286,-1.1856116866,1.1241871459,-36.857975901,0
11287,-0.65380720679,1.0845012202,-51.581131845,0
11288,-1.8181654359,1.1791738721,-15.563011513,5
11289,-6.3629877642,1.8111414183,-49.869793331,9
11290,-4.4168997,1.4909620043,-52.917051531,9
11291,-3.0967800538,1.3155947058,-53.261804122,9
11292,-1.7364879705,1.1716029212,-53.068529684,0
11293,-2.0541911505,1.201830651,-41.685016421,0
11294,-5.668818319,1.6886683617,-29.442308749,0
11295,-5.9988197973,1.7457610512,-53.197218597,9
11296,-2.4306804745,1.2403515046,-26.543930435,5
11297,-1.5683854883,1.1564588963,-29.968998559,5
11298,-1.1905697682,1.1245854205,-48.078593557,0
11299,-2.1806099607,1.2144399829,-28.334483032,5
11300,-5.382844206,1.6408604498,-33.644368942,0
11301,-6.2215000004,1.78544456,-45.123429157,9
11302,-5.9203068331,1.7319915167,-35.981639204,0
11303,-2.4790515021,1.2455115699,-39.946560861,0
11304,-1.7508760195,1.1729265147,-33.53378113,5
11305,-0.316535467,1.0624713069,-53.444325,9
11306,-1.1374188841,1.1203429962,-35.132322723,5
11307,-2.2357777915,1.2200458251,-22.682997215,5
11308,-2.0695657707,1.2033465306,-17.695671115,5
11309,-2.1260788144,1.2089604613,-20.02837953,5
11310,-3.8967288701,1.4177466642,-18.646088227,5
11311,-3.4168794526,1.3549394505,-24.932155235,5
11312,-2.1065242633,1.2070104776,-49.747788073,0
11313,-5.5956275012,1.6762847631,-47.574667125,9
11314,-2.8589681134,1.2876984706,-43.329615813,0
11315,-1.869797183,1.1840313874,-31.622376161,5
11316,-5.6401863032,1.6838118459,-19.693458106,5
11317,-5.9453894686,1.7363778732,-41.130221487,9
11318,-2.0807398932,1.204451322,-46.49253389,0
11319,-2.8306053243,1.2844477011,-37.968143035,0
11320,-5.1948440473,1.6102799851,-51.412099531,9
11321,-3.0510050013,1.3101364509,-51.526392973,9
11322,-5.5717451825,1.6722659511,-21.601283853,5
11323,-4.2453178123,1.4662254407,-27.400327362,0
11324,-3.4958299677,1.3649587234,-30.12764973,5
11325,-5.0499244407,1.5871686658,-31.49827408,0
11326,-5.4169368312,1.6464782626,-25.168996008,0
11327,-3.90358539,1.4186771603,-20.946057938,5
11328,-4.4530929215,1.4962532475,-39.449330215,0
11329,-3.5113505694,1.3669429929,-32.667861536,0
11330,-3.3453350635,1.3459675351,-35.407108687,0
11331,-3.864103206,1.4133317571,-45.463661757,0
11332,-5.0162593903,1.5818575471,-43.277959396,9
11333,-3.8762915455,1.4149786254,-41.472412413,0
11334,-4.4378314835,1.4940190009,-23.120773787,5
11335,-4.66433415,1.5276436605,-37.468389218,0
11336,-3.2857480782,1.3385732528,-47.85449824,0
11337,-4.2742868651,1.4703614879,-49.641168152,9
51509,15.031965803,3.0714289782,-17.792445216,0
51512,15.270710729,3.1502174556,-17.235068325,0
51513,14.433693447,2.8579172842,-17.320698703,0
51540,8.2771590149,1.3989933156,-63.311955718,3
51705,1.4866003796,0.99732254384,-44.94578069,9
51710,-14.488968347,3.8883509834,-26.478696225,0
51711,-13.631915642,3.6221376285,-26.70760441,0
51712,-13.57696073,3.6042060864,-26.120954117,0
51752,-22.110167038,6.8864143693,-62.798543261,0
51772,-17.289919784,4.8704998792,-17.050829701,0
51791,-17.568404158,4.9751863482,-13.605441366,0
51799,5.3995396315,1.0885503942,-58.444516064,4
51848,7.2886709627,1.2662551099,-48.658494363,4
51849,7.5555498072,1.3020464467,-48.935073543,4
51850,7.7585651876,1.3267138024,-48.527439076,4
51860,-20.973588378,6.3721784763,-20.825518836,0
51939,-17.373406036,4.9020006937,-59.449151921,5
52097,15.090625228,3.0907326813,-10.223932713,0
52114,-19.660407725,5.8089363416,-16.064924412,0
52115,-19.710677726,5.830142988,-16.286236666,0
52117,-19.918428499,5.9168074156,-16.130215355,0
52183,-17.083979333,4.7932466223,-26.737794792,0
52427,26.637899075,9.4782027011,-36.741893253,9
52433,5.1064016678,1.0659108607,-66.81502489,6
52453,-15.502844966,4.2288962403,-47.171731194,0
52612,-17.324535771,4.8836377047,-25.755127217,0
52652,-17.567145814,4.9747071898,-40.273072703,9
52653,-17.349012148,4.8929271683,-40.419287221,0
52654,-17.29146078,4.8710716734,-40.185117619,9
52754,-17.270133312,4.8633745431,-39.019473388,0
52755,-17.010937922,4.7661800187,-38.749747305,0
52756,-17.295850584,4.8728896676,-38.664389987,0
52767,0.38552917394,1.0329006615,-42.207909533,9
52770,0.59456351146,1.0282719004,-43.14842703,9
52771,1.4649445651,0.98801363366,-42.461047526,9
52780,-17.304093486,4.8757622359,-43.750834225,9
52790,-21.384687247,6.555506795,-59.225964435,3
52791,-21.367952971,6.548063137,-59.55780403,0
52792,-21.162865906,6.4559850687,-59.426162522,5
52838,-17.567593986,4.9748778403,-21.223919941,0
52862,-17.568119844,4.9750780808,-47.894908929,9
52883,-19.616099151,5.7908788232,-14.630767504,0
52904,-18.33743618,5.2730115715,-38.704696587,0
52933,-20.973073466,6.3719550156,-47.49213837,0
52973,-1.2394732325,1.136843471,-20.653554757,5
52974,-1.2247769532,1.135930155,-19.507916534,5
52976,-0.33817137134,1.0638131647,-20.133091761,0
53008,4.5010407536,1.0287609553,-58.971973636,4
53070,-17.331980015,4.8861363843,-36.081584216,9
53071,-17.568350983,4.9751660988,-35.992464297,0
53073,-17.390736551,4.9084507882,-35.845145412,9
53091,-17.368117818,4.9000320023,-28.975631636,9
53191,-19.205912023,5.6209237533,-61.087062379,9
53194,-19.448685591,5.7207973066,-60.979410636,5
53195,-19.341759805,5.6770719015,-61.36367811,4
53279,-17.119098155,4.80629511,-13.365911428,0
53322,-4.3411008505,1.4823413538,-65.568872812,1
53330,-17.317321538,4.8806798441,-13.231326918,0
53346,-17.311371064,4.8784669607,-13.503487611,0
53350,-12.983523706,3.4173125261,-64.883213425,3
53508,-13.858315627,3.6882338865,-28.583299659,0
53540,-21.727612301,6.7103612299,-23.08633294,0
53550,-16.904160894,4.727194037,-13.221303074,0
53552,-16.89821042,4.7249811535,-13.493463766,0
53620,-10.636165242,2.7592705621,-31.071649102,9
53657,-21.636117988,6.6691320526,-61.000696411,0
53744,10.13490771,1.7229095206,-23.718976352,9
53747,9.8456862701,1.6655171591,-23.772651046,9
53748,10.073144643,1.7110548133,-24.051465274,9
53781,-16.917178871,4.731952511,-51.610287979,5
53850,-17.039142597,4.7773089252,-65.716271973,3
53851,-17.153506244,4.8204724945,-65.318148368,3
53852,-17.434740364,4.9246657201,-65.699047556,5
53929,-17.375703599,4.9028549473,-58.711021119,0
53933,-21.492726046,6.6038155742,-12.528799098,0
53934,-21.598502237,6.6519238021,-12.753959145,0
53936,-21.695107922,6.6954928779,-12.552278778,0
53937,-17.568350633,4.9751659654,-58.852464953,5
53938,-17.316947413,4.8805406768,-58.947459268,0
53966,-17.888828543,5.098068676,-61.439354873,5
53969,-17.95929129,5.1255518739,-61.117112641,5
53970,-18.149080197,5.1987023343,-61.293020862,3
53972,-17.121970367,4.807363048,-59.071209236,5
53987,-17.3146174,4.8796740661,-59.21265307,5
53989,11.791016038,2.0945025853,-14.206999876,0
53992,12.104966405,2.1731401596,-13.968464646,0
53993,11.852450395,2.1103548114,-13.73605396,0
54069,-13.032738478,3.4318933327,-63.526049071,3
54113,-6.2201011727,1.7865657399,-0.68616807784,1
54115,12.205562733,2.1991955695,-21.571549298,0
54133,-16.910822823,4.7296187205,-58.929791033,0
54135,-16.90849281,4.7287521098,-59.194984836,5
54199,-18.186451051,5.2135879739,-18.290433613,0
54200,-17.969162969,5.128774659,-18.224676149,0
54201,-18.165291857,5.2054026686,-18.065526814,0
54219,10.836659739,1.8703110408,-30.387527841,9
54220,10.726015789,1.846900013,-30.684568784,9
54222,10.530414319,1.8037730306,-30.329133667,9
54228,12.278085236,2.2182183751,-28.329152331,9
54292,8.3189335142,1.4051611352,-59.880942065,4
54313,-19.487525749,5.7370815121,-44.028609165,9
54316,-19.503629803,5.7438137824,-43.667346718,0
54317,-19.709654576,5.8291123374,-43.868692541,9
54334,11.421552628,2.0040614463,-27.058194944,9
54462,-21.620584681,6.6620184144,-24.166910836,0
54574,13.049403925,2.4346115604,-23.24726081,0
54577,12.475271189,2.2707315637,-23.48153441,0
54578,13.005470695,2.4227839802,-23.739784948,0
54643,-19.122468209,5.586761056,-19.318447074,0
54721,-21.176890536,6.4629573452,-20.918463136,0
54723,-21.419663545,6.5708401987,-21.071361341,0
54724,-21.13923528,6.4460266179,-21.193424278,0
54768,-16.490068605,4.5758362656,-14.81658753,0
54775,11.534414766,2.0310588185,-14.940855988,0
55024,-9.9441480339,2.5842215911,-57.365049502,3
55072,12.640661197,2.317332427,-27.674887159,9
55089,-17.355097586,4.8955864814,-61.24620613,3
55094,8.9920245605,1.512551444,-14.065507253,0
55147,9.0398028322,1.5203513603,-13.771917736,0
55190,8.8243273926,1.4841694555,-13.867424989,0
55203,11.051766223,1.9181185572,-49.364163862,4
55204,10.920591309,1.8893882152,-49.102649789,4
55205,10.786632772,1.8590103113,-49.335009687,4
55283,-21.651386421,6.6761274651,-66.05923008,1
55525,8.7344725767,1.4695835979,-52.650293005,4
55630,10.651059062,1.830357721,-27.84831616,9
55631,10.513250078,1.8002048386,-27.581305927,9
55633,10.778967581,1.8573580024,-27.591076511,9
55679,5.9574765958,1.1282906313,-63.680120038,3
55682,5.7445152077,1.1125018954,-62.932562591,3
55683,5.4687055824,1.0886063032,-63.535163739,3
55718,26.626979676,9.4699344278,-35.209296751,9
55815,18.041041938,4.2660110998,-28.022428191,9
55859,12.867482701,2.3821686193,-49.821723463,4
55868,10.42780953,1.7821229701,-41.742306145,9
55942,4.9425701475,1.0633373715,-37.486253459,9
56090,24.476622568,7.9058650158,-15.731444887,0
56093,24.485131759,7.9119233963,-16.270349214,0
56094,25.118108953,8.3465426616,-16.027046143,0
56143,13.551603502,2.5813557447,-33.392139605,9
56167,-19.272181237,5.6481192993,-48.973748303,5
56170,-19.602348173,5.7847081825,-48.917787734,5
56171,-19.46941867,5.7301901319,-49.287720707,0
56212,26.605314712,9.453558291,-4.7317774659,0
56215,26.605314712,9.453558291,-5.3261728633,0
56216,27.025109654,9.7777240267,-5.0340321023,0
56268,-15.119439006,4.0994928169,-14.96926131,0
56271,-15.839291474,4.3451232544,-15.205235203,0
56272,-15.354636167,4.1817172869,-15.536850051,0
56307,22.884489521,6.8630906968,-3.0716980894,0
56340,-16.805715672,4.6914593486,-55.680785822,5
56350,-17.372591657,4.9016979287,-9.9334385907,0
56364,-17.313793501,4.8793676756,-9.6969219344,0
56365,-17.568392603,4.9751819479,-9.7954197575,5
56394,-16.884619543,4.7200532533,-9.7092228431,0
56432,-17.119697205,4.8065176055,-9.5631872976,0
56433,-17.315498151,4.8800016248,-9.4251684644,5
56454,-16.6433336,4.6325688238,-60.66195713,5
56455,-16.765055356,4.6762869611,-60.347254244,5
56457,-16.390460672,4.5400947642,-60.476434377,5
56492,-16.886324193,4.7206872025,-9.437469373,0
56546,-3.6006022061,1.3790525969,-64.833304628,5
56547,-4.0956634421,1.4457248781,-64.83330315,5
56549,-3.8487332515,1.4136800329,-64.09836174,5
56599,9.8312017794,1.6632733285,-16.678352967,0
56600,9.6182092091,1.6225372712,-16.762128055,0
56601,9.8216945136,1.6615097877,-16.919472283,0
56678,15.77622594,3.3295123099,-32.029842214,9
56679,15.218684472,3.1347736126,-31.486286336,9
56680,15.035456969,3.0663756189,-32.353955071,9
56718,1.7007976237,0.98515110293,-10.564814987,0
56721,2.0971677626,0.98619592914,-11.474191311,0
56722,2.5380187459,0.97881298238,-10.660102116,0
56782,-27.347095966,9.5813266371,-20.660827436,0
56852,22.564616176,6.6563069784,-15.936336156,0
56862,-27.347095966,9.5813266371,-6.0209854702,0
56902,-19.726995096,5.8365430253,-15.720550038,0
56903,-19.519244322,5.7498785978,-15.876571348,0
56926,-19.77725476,5.8577456802,-15.4992691,0
56927,-19.918418163,5.916803424,-15.687622164,0
56985,23.341066678,7.150409864,-18.550680981,0
56988,23.352706949,7.1581625197,-19.105120343,9
56989,23.951503873,7.5428580293,-18.767756145,9
57007,-26.13353098,8.9065385831,-7.8941168424,0
57174,-20.846166475,6.31644398,-14.990899429,0
57175,-20.786841676,6.2902417116,-14.779024976,0
57176,-20.994402567,6.3813449979,-14.806665395,0
57366,-16.856494288,4.7097523568,-43.828256863,9
57367,-17.110819059,4.8032178501,-43.986987043,0
57368,-16.868720821,4.71429743,-44.162478556,0
57377,-17.316320019,4.8803073091,-44.085055919,0
57378,-17.567571985,4.9748694631,-44.083878445,9
57379,-17.374297558,4.9023250773,-44.320031263,0
57461,22.521103955,6.6297758608,-41.100644582,9
57462,23.223841564,7.0757026863,-40.855254248,9
57464,23.13497943,7.0213960838,-41.543264345,9
57596,26.657362765,9.492964923,-24.776330077,9
57597,26.280303672,9.2011391265,-25.05437793,9
57598,26.648050561,9.4858982302,-25.292123383,9
57634,14.982938582,3.0525058996,-37.133555758,9
57637,14.3231493,2.8209045593,-37.441155756,9
57638,15.089066977,3.0871568362,-37.791890879,9
57933,23.795545292,7.442835263,-50.340589244,9
57935,23.951877624,7.5495089331,-50.833757057,9
57936,24.369131724,7.8248885865,-50.346691062,9
57961,23.981408155,7.5628754235,-55.592438054,0
57964,23.312687145,7.1322727028,-55.4077194,9
57965,23.379042756,7.1765441973,-55.955161383,0
58026,25.851319101,8.8830834712,-50.5634467,9
58027,26.269785129,9.1931602141,-50.31124546,0
58028,25.839735957,8.8742984174,-50.036362053,9
58038,-20.107872289,5.9972064805,-38.155631046,9
58039,-19.914302534,5.9150713293,-38.090995875,0
58040,-20.053496921,5.9742716991,-37.92028585,0
58154,-16.791011926,4.6893685928,-2.8725192476,0
58223,-17.365028401,4.8988864324,-32.796919059,9
58249,-17.306229622,4.8765559421,-32.560401238,9
58250,-17.568393226,4.9751821852,-32.655420923,9
58252,-16.903373838,4.7269343433,-32.285938763,9
58253,-17.117386333,4.8056600743,-32.427256856,9
58254,-16.888852302,4.7215344582,-32.560581282,9
58259,-20.735817975,6.2679412159,-25.196480032,9
58262,-20.415770094,6.1291059824,-25.186759579,9
58263,-20.569094169,6.1960892135,-24.898067891,9
58293,-26.237487956,8.9631211647,-3.8398105509,0
58294,-26.780949685,9.2660385953,-4.2140032298,0
58295,-26.803634237,9.2784092065,-3.539765394,0
58320,-17.320751158,4.8819558271,-32.285758719,9
58337,11.088430779,1.9266920557,-64.396158329,6
58340,11.080042392,1.9248283115,-64.147431067,3
58341,10.894971703,1.8826603263,-64.364627299,6
58401,-17.126965509,4.8092252569,-21.123730335,0
58405,-16.896125419,4.7241919027,-20.969361759,0
58407,-16.917955564,4.7323131841,-21.286396903,0
58420,-19.918428537,5.9168074314,-38.990215433,9
58464,-17.32919505,4.8850991166,-21.21483429,0
58465,-17.307364906,4.8769778352,-20.897799146,0
58601,-16.753072071,4.672313192,-57.646648438,5
58602,-16.747307686,4.6701734721,-58.014808828,0
58603,-17.079879137,4.7917236557,-57.83560248,5
58659,-20.44283391,6.1408728094,-60.764090604,4
58660,-20.46512161,6.1504180342,-60.536661226,6
58662,-20.26935342,6.0659516663,-60.61749236,5
58669,-19.777429283,5.8578182477,-38.355328631,9
58670,-19.723053915,5.8348834664,-38.119983435,0
58672,27.025109654,9.7777240267,-43.949032261,9
58775,11.823564548,2.1040418499,-18.358978782,0
58776,11.515721045,2.0263567961,-18.103438802,0
58778,11.915152993,2.126063846,-18.034442101,0
58848,-16.839731472,4.7036345756,-47.47462616,9
58891,-17.299969428,4.8742303459,-47.499393032,9
58892,-17.092657573,4.7964681531,-47.623105303,0
58894,-17.302282592,4.875089502,-47.782615372,0
58938,-16.842044636,4.7044937317,-47.757848499,0
58964,-15.767050474,4.3221392099,-57.277187198,5
58989,-19.842530863,5.8849643282,-35.655207532,0
58992,-20.107630263,5.9971027469,-35.571960967,9
58993,-19.9815353,5.9440837369,-35.825791236,9
59243,-17.316383024,4.8803307438,-17.377698275,0
59244,-17.09670836,4.7979789281,-17.249624875,0
59297,-17.373993062,4.9022085784,-17.61197902,0
59313,-16.851359122,4.7079998774,-17.397408456,0
59314,-16.824895882,4.6981690128,-17.070539882,0
59345,9.8642429825,1.6694730456,-18.899904664,0
59473,-17.567204485,4.9747295294,-17.413183846,0
59540,18.566974208,4.5044275213,-66.782638787,8
59543,18.766781644,4.5961104522,-66.122761555,7
59544,18.316506383,4.3855732097,-66.126269787,7
59563,-19.843009187,5.8851645201,-39.455193628,5
59565,-19.587777111,5.7784463998,-39.393154457,5
59566,-19.713466499,5.8312959734,-39.149488593,0
59594,10.670845708,1.8349578935,-19.016228155,0
59650,-19.763781641,5.8521434826,-26.971816097,0
59665,11.336263335,1.9854611802,-19.004117092,0
59669,-19.713974443,5.8311321105,-27.192158563,9
59670,-19.917965697,5.9166121412,-27.118560635,0
59671,12.935009151,2.3992764093,-64.247472657,5
59672,12.454879832,2.2655987503,-64.325622916,3
59673,12.776706933,2.3567561765,-64.752131796,1
59715,11.883550296,2.117435247,-62.770719585,3
59734,-17.386826163,4.9069947011,-36.58412492,9
59746,-17.328037549,4.8846680819,-36.34762611,9
59747,-17.568383061,4.9751783141,-36.465401911,9
59750,-17.150423117,4.8179527714,-36.200307224,9
59758,-17.111927274,4.803638976,-36.733765971,0
59760,-17.352272785,4.8941492081,-36.851541772,0
59797,-22.122729268,6.8916311309,-58.301623455,5
59826,-16.960815136,4.74795278,-36.314377166,9
59827,-16.964757602,4.7494210824,-36.048335271,9
59860,-17.108552675,4.8023740937,-28.603706117,9
59863,-16.879146865,4.718028993,-28.731706293,9
59864,-16.87807891,4.7176320352,-28.465007185,9
59922,-21.235256975,6.4904886571,-6.8769090948,0
59925,-21.409114185,6.5702365127,-6.1637304015,0
59926,-21.900285064,6.789388912,-6.6778549162,0
59945,-17.568104088,4.975072081,-28.372926826,9
59964,10.805111245,1.8632085651,-58.236189653,3
59965,10.622935864,1.8250442687,-58.450156706,3
59967,10.457880009,1.7888038785,-58.144395688,9
59996,-17.308539583,4.8774144154,-28.472955055,9
59997,-17.309607539,4.8778113731,-28.739654163,9
60069,9.4055336737,1.5843538902,-33.871071029,9
60072,9.4396014745,1.5907044665,-34.121812265,9
60073,9.6507828326,1.628609324,-34.053121853,9
60090,23.906838692,7.5153867792,-2.3516293941,0
60154,8.4655417971,1.4284872959,-51.925658583,4
60157,8.4630571184,1.4280866754,-52.206679229,4
60158,8.7515472399,1.4723297626,-52.082670095,4
60255,10.29479811,1.7560892865,-50.19478577,4
60275,-0.088845333697,1.0560565343,-38.225669302,0
60286,-16.932150814,4.7373435658,-64.95534726,3
60287,-17.327748582,4.8847003607,-64.938122842,4
60349,4.9578344931,1.0545678535,-63.4810994,3
60350,4.7310721545,1.0436360841,-62.752766431,3
60351,4.4331624533,1.0253863703,-63.446259538,3
60371,10.565716819,1.8113916404,-30.939396299,9
60402,-13.532018064,3.5843298457,-50.969874536,0
60432,-19.146578033,5.5977369969,-53.738767505,4
60457,-22.647148135,7.137214038,-55.828026806,9
60500,-22.133641191,6.8974006951,-63.15346815,5
60502,-22.389095552,7.0155970043,-63.003736365,0
60505,-16.05600784,4.4224808474,-56.035822581,5
60506,-16.066943142,4.426430258,-56.334840035,5
60508,-16.505215381,4.5812972906,-56.117664495,5
60536,-16.3364255,4.5214314972,-28.593694297,9
60537,-16.525200109,4.5886502144,-28.311522431,9
60539,-16.21295251,4.476794777,-28.312209368,9
60591,7.3469245883,1.2753681772,-19.839036351,0
60594,7.3724254926,1.2782280867,-19.383653453,0
60595,6.9362707454,1.2245478497,-19.63769192,0
60597,-13.83070932,3.6798090666,-33.409692118,9
60600,-13.246203621,3.4961085469,-33.078045926,9
60601,-13.790362092,3.6675059791,-32.729154182,9
60610,-25.645638901,8.6473882622,-46.902261897,9
60642,-19.584158465,5.7769493373,-62.248097701,2
60645,-19.442564325,5.7187820616,-62.494001751,8
60646,-19.30983071,5.6635953166,-62.185529207,8
60648,-18.020422339,5.1486699265,-37.289641902,9
60651,-17.827284494,5.0746851394,-37.400446861,9
60652,-17.755003121,5.0466575878,-37.160660854,0
60747,11.14182895,1.9394568739,-62.906418788,3
60803,-20.879744951,6.3309863225,-52.849027624,5
60863,-16.818419287,4.695854249,-39.873255459,9
60891,-17.075371321,4.7900502932,-40.024055339,9
60892,-17.293504987,4.8718303147,-39.877840821,9
60903,15.240346334,3.1413996019,-61.098056678,3
60915,-18.391416473,5.2942101028,-57.34847434,3
60922,22.785434728,6.7947685092,-59.845237907,0
60923,23.341847069,7.1448675164,-59.899139332,5
60925,22.995726465,6.9298675777,-60.475941643,5
60937,-16.81637508,4.6950956077,-40.180532257,9
60960,8.6523783452,1.4565051256,-23.417562293,0
60986,-19.435079538,5.715613334,-44.264949434,0
61076,-26.759982134,9.2546236066,-43.602099658,9
61117,-19.069534716,5.5656336286,-52.347435065,5
61120,-19.000489139,5.5379198818,-52.637496885,5
