node,X,Y,Z,classe
1057909,0.74189612482,1.0099778991,-66.48640184,1
1057910,0.61968407803,1.0156804826,-66.176448557,1
1058738,-19.339403381,5.6762744033,-64.408256653,5
1058741,-19.401504361,5.7017777366,-64.258216821,1
1058745,-19.661542608,5.8097232954,-64.41189401,1
1058746,-19.723643588,5.8352266287,-64.261854178,1
1058748,-19.562573975,5.7685021827,-64.2600355,1
1058749,-19.463605342,5.7272810699,-64.108176989,1
1058752,-19.525706322,5.7527844032,-63.958137157,1
1058764,-20.701500963,6.2528524782,-62.668381016,6
1058776,-20.827547809,6.3079860929,-62.856240382,7
1058868,9.3923611512,1.5821947328,-9.1974049342,0
1058874,9.5192654056,1.6049667951,-9.0984400459,0
1058876,9.5078559587,1.6028451247,-9.2256007949,0
1059046,8.9884135029,1.5123857673,-9.2569074079,0
1059048,8.9486729731,1.5056259661,-9.0771215287,0
1059049,8.9089324433,1.4988661649,-8.8973356496,0
1059051,8.6653163301,1.4596127447,-9.2343743003,0
1059052,8.7871243867,1.4792394548,-9.0658549749,0
1059162,-21.95983478,6.8165175497,-65.227161729,7
1059164,-21.855095285,6.7686754114,-65.185328831,7
1059169,-21.80676344,6.7464955007,-65.035035063,1
1059170,-21.86317109,6.7721577283,-64.926574194,1
1059171,-21.758431595,6.72431559,-64.884741295,1
1059172,-21.645616296,6.6729911348,-65.101663033,5
1059173,-21.75035579,6.7208332731,-65.143495932,1
1059311,-19.72380886,5.8355399118,-60.215613626,1
1059312,-19.573923361,5.7732842235,-60.210671978,1
1059315,-19.436933011,5.716320639,-60.373065738,1
1059317,-19.44982816,5.7216127429,-60.540401145,5
1059318,-19.299942661,5.6593570545,-60.535459497,5
1059321,-19.274152363,5.6487728468,-60.200788682,5
1059323,-19.424037862,5.7110285352,-60.20573033,1
1059459,-21.351674732,6.5404327457,-60.283226144,4
1059461,-21.210568053,6.4777312521,-60.23929542,4
1059463,-21.214645997,6.4791718556,-59.933076793,9
1059464,-21.073539319,6.4164703621,-59.889146069,5
1059466,-21.142053686,6.4471008071,-60.064220745,0
1059467,-21.069461375,6.4150297585,-60.195364697,5
1059469,-20.928354696,6.352328265,-60.151433973,3
1059606,-20.572151009,6.1972796999,-63.562465022,8
1059611,-20.229760012,6.0498130117,-63.63469997,1
1059955,-21.853519688,6.7680955058,-59.726984113,9
1059956,-22.012549707,6.8414941816,-59.756428703,9
1059959,-22.134516469,6.8976144074,-59.604855246,9
1059962,-22.097453212,6.8803359575,-59.423837199,9
1059963,-22.256483231,6.9537346333,-59.453281789,9
1059964,-22.330609746,6.9882915331,-59.815317884,0
1059966,-22.171579727,6.9148928573,-59.785873293,0
1060009,-19.680569437,5.8172105903,-61.238605182,1
1060021,-19.872641568,5.8977408611,-61.203762814,1
1060041,-20.426464937,6.1335878005,-59.67015324,6
1060045,-20.290498928,6.0751346917,-59.371022281,6
1060201,-21.9823851,6.8268440287,-65.545572375,7
1060203,-22.125260827,6.8934527815,-65.618807968,7
1060211,-22.099479302,6.8815993499,-65.786924845,6
1060212,-21.930822051,6.8031371655,-65.88180613,1
1060213,-22.073697778,6.8697459183,-65.955041723,5
1060216,-22.41101228,7.0266702869,-65.765279154,1
1060217,-22.268136553,6.9600615342,-65.692043561,6
1060965,-21.586891024,6.6462809227,-52.79556953,4
1060969,-21.601958428,6.6531051324,-52.512619601,4
1061273,-17.167884008,4.8250672578,-63.736020753,5
1061274,-17.303999238,4.8760898513,-63.780525739,3
1061275,-17.151917162,4.8189966656,-63.90381054,5
1061279,-17.608163389,4.9902762228,-63.533956136,3
1061280,-17.456081313,4.933183037,-63.657240937,3
1061281,-17.472048159,4.9392536293,-63.489451149,3
1061289,-17.424147622,4.9210418525,-63.992820513,3
1061290,-17.440114467,4.9271124448,-63.825030725,3
1061291,-17.576229697,4.9781350382,-63.869535711,3
1061344,-17.656823097,5.0090507552,-63.957699331,3
1061349,-17.84994359,5.0830233738,-63.798446993,5
1061404,-18.495916334,5.3353693295,-63.818619006,5
1061420,-18.728843072,5.4281410504,-63.753420066,3
1061500,-17.033644081,4.7745881464,-63.698769359,5
1061509,-17.069328378,4.7878162948,-63.377696968,5
1061741,-19.596175878,5.7818741041,-63.357156116,3
1061742,-19.475144068,5.7319331025,-63.396747372,5
1061744,-19.418664672,5.7084961646,-63.546454883,1
1061745,-19.483217085,5.7350002283,-63.656571136,1
1061752,-19.354112259,5.6819921009,-63.436338629,1
1061938,-22.848985644,7.2331437694,-53.136421843,0
1061939,-22.634497648,7.1322244797,-53.181960819,0
1061940,-22.732794121,7.1789136204,-53.04667757,0
1061944,-22.437904702,7.0388461985,-53.452527316,0
1061945,-22.536201175,7.0855353391,-53.317244067,0
1061946,-22.652392698,7.1397654881,-53.40698834,0
1061955,-22.30381813,6.9770750411,-53.137755521,0
1061956,-22.420009653,7.0313051901,-53.227499794,0
1061957,-22.205521657,6.9303859005,-53.273038769,0
1062054,-19.441442263,5.7178713693,-46.840987111,1
1062057,-19.255616905,5.6414035795,-47.067649248,3
1062811,-19.344026059,5.6781599173,-41.495296258,0
1062812,-19.662435606,5.8100796232,-41.531041846,0
1062830,-19.928198915,5.9212177323,-41.610264805,0
1062837,-20.141315985,6.0115742445,-41.732965134,0
1062983,-19.478605569,5.7332652866,-57.358891936,9
1062984,-19.635747501,5.7983582224,-57.301192729,5
1062986,-19.537760586,5.7579791173,-57.201191825,0
1062993,-19.596915602,5.782692948,-57.043491714,5
1062994,-19.754057534,5.8477858838,-56.985792507,5
1062995,-19.656070619,5.8074067787,-56.885791603,5
1062996,-19.282631739,5.6525070763,-57.158890128,9
1062999,-19.341786756,5.6772209071,-57.001190017,0
1063000,-19.439773671,5.7176000122,-57.101190921,0
1063203,-19.839067113,5.8836164455,-57.245475252,5
1063204,-19.796562323,5.8657011647,-57.11563388,5
1063205,-19.737407307,5.8409873339,-57.273333991,5
1064126,-18.629269093,5.3885085955,-34.346830002,9
1064127,-18.609531521,5.3806067735,-34.195016207,9
1064129,-18.570056375,5.3648031297,-33.891388615,9
1064131,-18.589793948,5.3727049516,-34.043202411,9
1064132,-18.47171762,5.3260145079,-34.180546996,9
1064135,-18.353641291,5.2793240642,-34.317891581,9
1064136,-18.333903719,5.2714222423,-34.166077786,9
1064161,-18.90006749,5.4969222035,-53.913625356,0
1064169,-19.121269719,5.5866021896,-54.176756625,3
1064235,-18.688968308,5.4120980065,-53.91815547,3
1064237,-18.803741311,5.4578201298,-53.950990566,3
1064238,-18.703243243,5.4178359259,-54.087086315,3
1064242,-18.487972173,5.3321295985,-54.190346968,3
1064243,-18.502247108,5.3378675179,-54.359277812,5
1064245,-18.602745175,5.3778517219,-54.223182064,3
1064246,-18.717518178,5.4235738452,-54.25601716,3
1064249,-18.832291181,5.4692959686,-54.288852255,6
1064250,-18.731793114,5.4293117646,-54.424948004,6
1064330,-18.457345912,5.3198680183,-56.344965762,5
1064333,-18.502150485,5.3378283,-56.198615649,3
1064334,-18.571968663,5.3655297796,-56.312217218,3
1064338,-18.596982268,5.3752709775,-56.572168901,3
1064339,-18.71160502,5.4209327388,-56.539420356,3
1064341,-18.641786842,5.3932312592,-56.425818787,3
1064342,-18.686591415,5.4111915409,-56.279468673,3
1064345,-18.731395989,5.4291518226,-56.13311856,3
1064346,-18.801214167,5.4568533021,-56.246720129,0
1064470,-16.538853697,4.5943796457,-32.915312326,9
1064471,-16.713327531,4.6579852189,-32.982025873,0
1064472,-16.525323832,4.589358371,-33.053163523,0
1064475,-16.901331231,4.7266120667,-32.910888222,0
1064476,-16.914861097,4.7316333414,-32.773037025,9
1064483,-16.874271499,4.7165695173,-33.186590617,0
1064484,-16.887801365,4.721590792,-33.04873942,0
1064567,-19.017741645,5.5446172442,-31.20869255,9
1064568,-18.9725841,5.5262749083,-31.042246967,9
1064571,-18.846692177,5.4755041211,-30.992211967,9
1064572,-18.765957798,5.4430756698,-31.10862255,9
1064573,-18.927426555,5.5079325725,-30.875801384,9
1064813,-22.39485022,7.0191428557,-26.723419789,0
1064816,-22.442423461,7.0410287133,-26.879130736,0
1064817,-22.269548265,6.9606715254,-26.870526026,0
1064820,-22.14424631,6.9022001951,-27.017632264,0
1064823,-22.191819551,6.9240860526,-27.173343212,0
1064826,-22.049099828,6.85842848,-26.706210369,0
1064828,-22.096673069,6.8803143375,-26.861921316,0
1064897,-19.830462305,5.8798991415,-32.785837129,9
1064899,-19.997023195,5.9506821636,-32.765351465,9
1064907,-20.071824522,5.9822191938,-32.906265877,9
1064908,-19.98006496,5.9429732019,-33.067665953,9
1064912,-20.163584085,6.0214651858,-32.7448658,9
1065120,-17.748627619,5.0442196796,-27.017939203,0
1065122,-17.771895594,5.0532878812,-26.874851273,0
1065123,-17.884048036,5.0964593205,-26.964451651,0
1065126,-17.972932503,5.1305625582,-27.197139958,0
1065127,-18.108352919,5.1828021991,-27.143652406,0
1065129,-17.996200478,5.1396307598,-27.054052028,0
1065130,-18.019468453,5.1486989614,-26.910964098,0
1065133,-18.042736428,5.157767163,-26.767876168,0
1065134,-18.15488887,5.2009386023,-26.857476546,9
1065267,-25.201100149,8.4122412562,-26.650425088,0
1065268,-25.15025337,8.38604201,-26.995856068,0
1065271,-25.09940659,8.3598427639,-27.341287048,0
1065272,-25.465646202,8.5532974059,-27.187557076,0
1065274,-25.831885813,8.746752048,-27.033827105,0
1065294,-19.555307106,5.7648021489,-27.20379437,9
1065296,-19.632399134,5.7970364782,-27.277166639,9
1065299,-19.627915853,5.7951751751,-27.435546985,9
1065300,-19.546340544,5.7610795428,-27.520555061,9
1065301,-19.709491162,5.8292708075,-27.350538909,9
1065709,8.4703804188,1.4282949154,-58.472956278,0
1065712,8.6809197644,1.4618177299,-58.541633181,0
1065713,8.6097607572,1.451034773,-58.34976494,0
1065716,8.7491410955,1.4737746307,-58.226573602,0
1065718,8.9596804411,1.5072974452,-58.295250505,0
1065719,8.8885214339,1.4965144883,-58.103382264,0
1065722,8.3280624043,1.4067290016,-58.089219796,0
1065723,8.4674427427,1.4294688592,-57.966028458,0
1065725,8.5386017499,1.4402518161,-58.157896699,0
1065853,-18.899757438,5.4969164442,-22.224495419,0
1065855,-18.795264778,5.4544264704,-22.198736664,0
1065856,-18.924337154,5.5067973263,-22.090017261,0
1065860,-19.157902189,5.6016581559,-22.007056612,0
1065861,-19.182481905,5.6115390381,-21.872578455,0
1065863,-19.053409529,5.5591681822,-21.981297858,0
1065864,-18.94891687,5.5166782084,-21.955539103,0
1065867,-18.84442421,5.4741882347,-21.929780349,0
1065868,-18.973496585,5.5265590906,-21.821060945,0
1065938,-22.006701297,6.8380596692,-50.380081603,0
1065939,-21.893807068,6.7864531939,-50.43471186,0
1065944,-21.780912839,6.7348467185,-50.489342117,0
1065945,-21.668018611,6.6832402431,-50.543972374,0
1065946,-21.934326361,6.8047651003,-50.740975672,0
1065949,-21.821432133,6.7531586249,-50.795605928,0
1065950,-21.8576196,6.7698059094,-50.615158894,0
1066076,-21.7743264,6.73191032,-50.896583196,0
1066077,-21.697619639,6.6969511291,-50.770766418,0
1066079,-21.449994651,6.5845361374,-50.721087398,5
1066080,-21.573807145,6.6407436333,-50.745926908,0
1066081,-21.526701412,6.6194953283,-50.846904175,5
1066088,-21.620912878,6.6619919382,-50.644949641,0
1066089,-21.544206117,6.6270327473,-50.519132864,0
1066421,-18.728054167,5.4278128998,-23.943050886,0
1066422,-18.788404817,5.4517344777,-23.851532755,0
1066424,-18.673927542,5.4061372118,-23.81934424,0
1066428,-18.619800918,5.3844615237,-23.695637594,0
1066429,-18.680151568,5.4083831016,-23.604119463,9
1066430,-18.499099618,5.3366183679,-23.878673856,0
1066432,-18.559450268,5.3605399458,-23.787155725,0
1066460,-20.174688647,6.0256179724,-50.895133012,8
1066463,-20.112640394,5.9995272963,-51.020081626,1
1066464,-20.043674317,5.970198027,-50.934918718,6
1066467,-19.912659987,5.9147780816,-50.974704424,3
1066468,-19.850611734,5.8886874056,-51.099653037,5
1066470,-20.036756493,5.9669594337,-50.724807198,6
1066471,-19.97470824,5.9408687577,-50.849755811,6
1066507,-18.435698835,5.3112682757,-19.902975616,0
1066508,-18.549836386,5.3567158201,-19.933932954,0
1066510,-18.664750811,5.4022402542,-19.66665138,0
1066511,-18.607293598,5.3794780371,-19.800292167,0
1066512,-18.55061326,5.3567927098,-19.635694042,0
1066517,-18.663973937,5.4021633645,-19.964890293,0
1066518,-18.778111487,5.4476109089,-19.995847632,0
1066608,-19.700487278,5.8252861819,-17.005156609,0
1066609,-19.591558867,5.7801637843,-17.09158952,0
1066610,-19.608486962,5.7872325173,-16.927017626,0
1066613,-19.557702678,5.7660263183,-17.420733309,0
1066614,-19.574630772,5.7730950513,-17.256161415,0
1066615,-19.666631089,5.8111487159,-17.334300397,0
1066624,-19.390630139,5.6969877221,-17.099883449,0
1066625,-19.482630456,5.7350413867,-17.178022432,0
1066626,-19.373702045,5.6899189891,-17.264455343,0
1067269,-21.894816725,6.7868878686,-19.793439305,0
1067274,-21.691470653,6.6940261895,-19.894520268,0
1067291,-20.766512243,6.2812295387,-14.178083542,0
1067298,-20.87888926,6.3305049992,-14.455888476,0
1067681,-19.067982792,5.5647252373,-49.126546121,0
1067683,-19.001525226,5.5381268978,-49.298942607,9
1067684,-18.930256284,5.5092508865,-49.081807452,0
1067687,-18.925444909,5.5069732146,-48.69227581,0
1067688,-18.858987342,5.4803748751,-48.864672297,3
1067689,-18.792529776,5.4537765356,-49.037068784,0
1067691,-18.726072209,5.4271781961,-49.209465271,0
1067784,-17.058710611,4.7838700154,-15.352903228,0
1067787,-16.905792934,4.7279496654,-15.428616847,0
1067788,-16.90975017,4.7294173851,-15.251083851,0
1067791,-16.760789729,4.6749647548,-15.149264474,0
1067792,-16.607872052,4.6190444048,-15.224978094,0
1067794,-17.066625083,4.7868054548,-14.997837235,0
1067795,-16.913707406,4.7308851048,-15.073550855,0
1067797,-21.386603872,6.5559738728,-13.897723788,0
1067801,-21.39946839,6.5617516443,-14.179793754,0
1067858,-15.308324352,4.1624211216,-17.740910393,0
1067864,-14.922620759,4.0324044766,-17.382370977,0
1067918,-22.68440261,7.1547971338,-14.502741173,0
1067919,-22.483910059,7.0610824071,-14.593831366,0
1067921,-22.082924957,6.8736529537,-14.776011753,0
1067923,-22.283417508,6.9673676804,-14.68492156,0
1067924,-22.409895291,7.0261271941,-14.814247159,0
1067927,-22.536373074,7.0848867077,-14.943572758,0
1067928,-22.335880523,6.991171981,-15.034662951,0
1067936,-18.41234548,5.3019591816,-8.0046863983,0
1067951,-18.395755574,5.2954131127,-8.4058573959,0
1068144,-23.067325026,7.3384461222,-16.468788274,0
1068156,-22.697156912,7.1616769999,-16.364077733,0
1068167,-22.805766028,7.213032222,-14.685860048,0
1068172,-22.73175126,7.1780770089,-14.90627584,0
1068173,-22.657736492,7.1431217959,-15.126691633,0
1068174,-23.048492863,7.3295023983,-15.052097798,0
1068175,-22.927129445,7.2712673102,-14.868978923,0
1068233,-19.367235354,5.6872451653,-12.290464454,0
1068235,-19.304626258,5.661905737,-12.446172337,0
1068236,-19.214593907,5.6249727677,-12.324363427,0
1068239,-19.187170653,5.6133792268,-12.046846633,0
1068240,-19.034529205,5.5511068292,-12.080745606,0
1068242,-19.124561556,5.5880397985,-12.202554516,0
1068243,-19.061952459,5.5627003702,-12.358262399,0
1068246,-18.999343363,5.5373609418,-12.513970282,0
1068247,-18.909311012,5.5004279726,-12.392161371,0
1068357,-22.510824433,7.0727246958,-45.77741348,0
1068361,-22.562783716,7.0971899953,-45.439056674,0
1068440,8.82247522,1.4838358547,-59.74261052,4
1068442,8.9179910308,1.4999394577,-59.690184374,4
1068448,8.9150294936,1.4994563757,-59.53309031,4
1068449,8.8165521458,1.4828696907,-59.428422391,9
1068451,9.0135068415,1.5160430608,-59.637758228,4
1068572,-2.1215525204,1.2104538142,-60.980360764,0
1068575,-1.6212464512,1.1631113383,-60.976726783,9
1068617,9.2455159809,1.5562694021,-58.236440437,0
1068618,9.4395679751,1.5915484141,-58.152388853,9
1068623,9.6336199693,1.6268274261,-58.068337269,9
1068624,9.8276719635,1.6621064381,-57.984285685,9
1068625,9.5384263839,1.6087336006,-58.36520298,9
1068628,9.7324783781,1.6440126126,-58.281151395,9
1068629,9.5860231766,1.6177805134,-58.216770124,9
1068743,10.503509374,1.7986864121,-50.709949731,9
1068744,10.566595594,1.8119724596,-50.581837736,4
1068745,10.433251541,1.7833464539,-50.574878293,4
1068748,10.699939648,1.8405984653,-50.58879718,4
1068749,10.770197482,1.8559384235,-50.723868618,9
1068753,10.55942398,1.809918549,-50.318654304,4
1068754,10.629681814,1.8252585072,-50.453725742,4
1068924,4.6958130845,1.0399163,-55.740431576,4
1068929,4.2742653051,1.0190479972,-54.814680711,4
1068945,-17.120628638,4.8073430254,-45.005840868,5
1068946,-17.137615179,4.8137914119,-45.15936458,5
1068948,-17.272557554,4.8642974784,-45.101578232,5
1068953,-17.42448647,4.9212519314,-45.197315596,0
1068954,-17.441473011,4.9277003178,-45.350839309,0
1068955,-17.390513387,4.9083551584,-44.890268172,5
1068957,-17.407499928,4.9148035449,-45.043791884,0
1069215,9.6193227016,1.622746961,-39.740260445,9
1069216,9.6398251113,1.6265565278,-39.494811121,9
1069222,5.9291853163,1.124997655,-37.857789148,9
1069223,6.1944675825,1.1526297988,-37.76622807,9
1069225,6.2516791938,1.1576286779,-38.031502523,9
1069233,6.5741730713,1.1902597009,-38.205215897,9
1069234,6.8394553375,1.2178918447,-38.113654819,9
1069235,6.8966669488,1.2228907238,-38.378929271,9
1069236,6.043608539,1.1349954133,-38.388338054,9
1069239,6.3661024165,1.1676264362,-38.562051428,9
1069240,6.3088908052,1.1626275571,-38.296776975,9
1069301,-19.461302644,5.726347423,-44.1467793,9
1069304,-19.255277871,5.641048868,-43.945433477,0
1069306,-19.358290257,5.6836981455,-44.046106388,0
1069307,-19.332067152,5.6729640564,-44.164276523,0
1069309,-19.20283166,5.6195806899,-44.181773747,5
1069314,8.8843834357,1.4944761333,-36.635972722,9
1069319,9.0997944786,1.5306476103,-36.765324241,9
1069332,-17.596611954,4.9858978427,-43.496343522,0
1069333,-17.493861473,4.9473531132,-43.447309084,0
1069335,-17.464855638,4.9363377306,-43.564828944,9
1069340,-17.333099322,4.8867776185,-43.633314366,9
1069341,-17.230348842,4.848232889,-43.584279928,9
1069342,-17.538600282,4.9638670775,-43.731383242,0
1069344,-17.435849802,4.925322348,-43.682348804,9
1069361,11.304352782,1.9763059004,-32.440483304,9
1069364,11.251539217,1.9644399663,-32.339030861,9
1069365,11.178682963,1.9475337657,-32.457525015,9
1069368,11.053013143,1.918761631,-32.474566726,9
1069371,11.000199578,1.906895697,-32.373114282,9
1069372,10.927343323,1.8899894964,-32.491608437,9
1069375,11.158640274,1.9424934992,-32.677471614,9
1069376,11.032970454,1.9137213645,-32.694513324,9
1069378,11.105826708,1.9306275651,-32.57601917,9
1069429,9.9645042838,1.6889461415,-38.888893534,9
1069434,10.175351462,1.7307657292,-39.150189276,9
1069483,12.076238113,2.1665399232,-39.746811709,9
1069486,11.962477707,2.1378382112,-39.602038388,9
1069487,12.125153892,2.1793592503,-39.525738575,9
1069686,4.7416277597,1.0464373382,-17.734939544,0
1069688,4.8111723843,1.0512442806,-17.487075658,0
1069690,3.9617051735,1.0103571684,-17.371217052,0
1069691,4.0312497981,1.0151641108,-17.123353167,0
1069693,4.4212110912,1.0332041957,-17.305214413,0
1069694,4.8807170089,1.056051223,-17.239211773,0
1069696,4.9502616336,1.0608581654,-16.991347888,0
1069964,3.1616973332,0.9850437643,-11.1447923,0
1069967,3.3686229931,0.9941266835,-11.574786923,0
1069968,3.5959314415,0.9993126392,-11.150100783,0
1069971,4.0301655498,1.0135815141,-11.155409267,0
1069974,4.2370912097,1.0226644333,-11.58540389,0
1069975,4.4643996581,1.027850389,-11.16071775,0
1069977,3.6163142301,0.99541567571,-10.295420021,0
1069978,4.0505483384,1.0096845506,-10.300728504,0
1069980,3.82323989,1.0044985949,-10.725414644,0
1070207,10.982916279,1.9028343998,-12.251633224,0
1070209,11.239969796,1.9620220261,-12.182358991,0
1070210,11.130773881,1.9378277775,-12.079173713,0
1070213,11.278631482,1.9728211553,-11.906714201,0
1070215,11.535684999,2.0320087816,-11.837439967,0
1070216,11.426489084,2.007814533,-11.734254689,0
1070219,10.764524448,1.8544459025,-12.045262668,0
1070220,10.91238205,1.8894392803,-11.872803156,0
1070222,11.021577965,1.9136335289,-11.975988434,0
1070322,11.119932453,1.9345446149,-56.985550994,0
1070330,11.444513537,2.0103521378,-57.053917946,0
1070611,17.625073237,4.0787749269,-61.05057135,3
1070612,17.424039661,3.9924179098,-61.344530335,3
1070614,16.945332623,3.7880240321,-60.918516353,3
1070615,17.184686142,3.890220971,-61.131523344,3
1070616,17.146366199,3.8743810492,-60.624557368,3
1070623,17.223006085,3.9060608927,-61.63848932,3
1070624,17.021972509,3.8197038756,-61.932448305,3
1070702,14.588511656,2.9161035852,-28.904000781,9
1070703,14.170211414,2.771499992,-28.853200051,9
1070705,15.425112139,3.2053107716,-29.005602243,9
1070706,15.006811897,3.0607071784,-28.954801512,9
1070711,14.339069606,2.8262664934,-28.186285509,9
1070712,14.672940751,2.9434868359,-28.570543511,9
1070713,14.757369847,2.9708700867,-28.23708624,9
1070820,4.4344680516,1.0248372955,-19.940291465,0
1070827,4.4839923576,1.0272563746,-19.251617848,0
1070903,24.471683302,7.8985606891,-49.693345558,9
1070910,24.989451121,8.2592522345,-49.372990175,9
1070954,-19.045295429,5.5558959396,-41.467536772,0
1070959,-18.766243718,5.4432876901,-41.447763388,0
1070970,-19.282112273,5.6526275859,-40.916863112,0
1070972,-19.220728293,5.6274131082,-41.052745562,0
1070980,-19.072483361,5.5669827192,-41.03571501,0
1070981,-18.985622409,5.5317668078,-40.882802008,0
1070983,-18.924238429,5.5065523301,-41.018684458,0
1070985,-19.097960333,5.5769841529,-41.324510462,0
1070986,-19.159344313,5.6021986306,-41.188628012,0
1071124,13.120536877,2.4546255112,-8.6345506263,0
1071127,13.168903988,2.4700498232,-8.9531499391,0
1071128,13.457325706,2.5559680317,-8.7766939639,0
1071131,13.697380312,2.6264619281,-8.281638676,0
1071132,14.034169141,2.7278044486,-8.4237820136,0
1071134,13.745747424,2.6418862401,-8.6002379887,0
1071135,13.794114535,2.6573105522,-8.9188373015,0
1071138,13.842481646,2.6727348642,-9.2374366142,0
1071139,14.130903363,2.7586530726,-9.060980639,0
1071288,-19.89328835,5.9062021045,-38.658262594,0
1071290,-19.79766404,5.8661081731,-38.672756374,9
1071291,-19.822793891,5.8767095084,-38.562115866,9
1071294,-19.752299432,5.8472169123,-38.465969139,9
1071295,-19.656675123,5.8071229809,-38.480462919,9
1071297,-19.943548052,5.9274047753,-38.436981579,0
1071298,-19.847923742,5.8873108438,-38.451475359,9
1071360,16.62787276,3.6731457953,-25.277285801,9
1071361,16.752381848,3.7219543455,-24.850247926,9
1071362,16.219566084,3.4984561001,-24.829343286,9
1071365,17.818013374,4.1689508363,-24.892057205,9
1071366,17.285197611,3.9454525909,-24.871152565,9
1071367,17.693504286,4.1201422862,-25.319095081,9
1071374,16.46858426,3.5960732005,-23.975267534,9
1071375,16.876890936,3.7707628957,-24.42321005,9
1071376,17.001400024,3.8195714459,-23.996172174,9
1071490,21.071588097,5.7909684473,-2.8056884367,0
1071492,21.182717681,5.8522533849,-3.2381629961,0
1071493,21.293847266,5.9135383225,-3.6706375554,0
1071495,21.404976851,5.9748232601,-4.1031121147,0
1071497,21.824895033,6.2211644769,-2.9474192259,0
1071498,21.936024618,6.2824494145,-3.3798937852,0
1071500,21.559371149,6.0673513997,-3.3090283907,0
1071511,24.161752465,7.6839106775,-5.0027481441,0
1071513,23.878944321,7.4977066008,-5.0026949277,0
1071514,23.931764871,7.5334286686,-5.341913181,0
1071518,24.267393565,7.755354813,-5.6811846509,0
1071519,24.037405971,7.604872804,-6.0203496877,0
1071521,23.984585421,7.5691507363,-5.6811314344,0
1071522,23.701777277,7.3829466596,-5.6810782179,0
1071525,23.418969133,7.1967425829,-5.6810250014,0
1071526,23.471789683,7.2324646506,-6.0202432548,0
1071723,22.370481997,6.5440053221,-19.932936461,9
1071730,21.717544688,6.15666096,-19.736833436,9
1072263,-11.313837482,2.9394487322,-66.487780244,1
1072265,-11.559371105,3.0076733207,-66.48399743,1
1072273,-11.804904727,3.0758979092,-66.480214616,1
1072275,-12.050438349,3.1441224977,-66.476431802,1
1072276,-11.572068496,3.0101612963,-65.871320836,5
1072279,-11.817602119,3.0783858848,-65.867538022,5
1072280,-11.688486612,3.0430296027,-66.175767726,1
1072376,-19.489491233,5.7376834772,-34.479224335,9
1072382,-19.330053403,5.6718973388,-34.238490705,9
1072459,-19.669062193,5.8124276406,-34.578809445,9
1072467,-19.868766281,5.896129829,-34.537246036,0
1072516,-19.549337283,5.7626794852,-34.323907497,9
1072517,-19.629056199,5.7955725544,-34.444274312,9
1072519,-19.389899453,5.6968933468,-34.083173867,0
1072520,-19.469618368,5.729786416,-34.203540682,0
1072525,-19.748748299,5.8455645702,-34.133640637,0
1072526,-19.609183333,5.7876754931,-34.168590659,0
1072527,-19.669029384,5.812671501,-34.013273822,0
1073107,-25.25787069,8.4389959181,-1.9824455299,0
1073109,-25.029074532,8.3212419093,-1.7023974052,0
1073110,-24.800278373,8.2034879004,-1.4223492804,0
1073112,-24.571482215,8.0857338915,-1.1423011557,0
1073115,-25.350293138,8.4875999906,-1.3437376389,0
1073116,-25.12149698,8.3698459818,-1.0636895141,0
1073118,-25.075285756,8.3455439455,-1.3830434596,0
1073171,25.099426167,8.3369682579,-38.008754571,9
1073173,25.094617911,8.3335022898,-37.738485802,9
1073179,24.844666646,8.1582028695,-37.624905892,9
1073180,24.599523638,7.9863694173,-37.78159475,9
1073182,24.594715381,7.9829034492,-37.511325981,9
1073183,25.085001397,8.3265703536,-37.197948265,9
1073184,25.089809654,8.3300363217,-37.468217033,9
1073235,-3.4589889088,1.36550821,-6.2420435519,5
1073250,-4.2988810199,1.4790905687,-6.1910179052,5
1073301,3.8852849091,1.0031840805,-54.910328978,4
1073303,3.4440532955,0.99528455284,-54.981759591,4
1073304,3.0028216819,0.98738502519,-55.053190204,4
1073306,3.5288718965,0.99232454977,-56.027376376,4
1073307,3.2658467892,0.98985478748,-55.54028329,4
1073318,-1.7143643457,1.1780823786,-48.022569727,0
1073319,-1.9433529695,1.1986886428,-48.439868357,0
1073320,-1.419558392,1.1451916847,-48.495892186,0
1073323,-2.467147547,1.2521856009,-48.383844527,0
1073324,-2.7619535007,1.2850762947,-47.910522069,0
1073328,-1.8775356395,1.1864042133,-49.330489444,0
1073329,-2.1723415933,1.2192949071,-48.857166986,0
1073456,1.5458594716,0.98612318549,-60.688874368,9
1073457,1.2943983491,0.99353351665,-60.666065762,9
1073459,0.79147610398,1.008354179,-60.62044855,4
1073461,1.0429372265,1.0009438478,-60.643257156,9
1073462,1.1969618702,0.99572776065,-60.25838488,4
1073465,1.3509865139,0.9905116735,-59.873512603,4
1073466,1.0995253913,0.99792200466,-59.850703997,4
1073601,4.3760277156,1.0234341161,-45.678914412,4
1073602,4.7485997895,1.0459915748,-45.748592811,4
1073603,4.5546191865,1.035981376,-45.423952239,4
1073606,4.9425803925,1.0560017735,-46.073233383,4
1073607,4.7639889216,1.0434545137,-46.328195556,4
1073611,5.2997633343,1.0810962933,-45.563309037,4
1073612,5.1211718634,1.0685490334,-45.81827121,4
1073716,6.8053488037,1.2134127331,-20.884197265,0
1073718,6.7589117638,1.2081220996,-20.67674389,0
1073727,6.4677425668,1.1786843588,-20.638052837,0
1073728,6.2230104097,1.1545372514,-20.80681516,0
1073730,6.1765733698,1.149246618,-20.599361785,0
