node,X,Z,classe
310012,-23.075923784,-23.503793535,40
310013,-18.616776759,-33.305862837,8
310021,26.620620584,-62.978718848,44
310023,26.650423433,-63.565763035,21
310028,-21.492640166,-42.14869523,22
310042,-17.668779142,-15.277258461,27
310043,-17.386949502,-15.538680529,27
310046,8.3776035437,-51.615581882,28
310048,6.0303215079,-50.407599064,28
310049,14.473530783,-42.671373831,38
310050,13.982513676,-43.1399179,11
310052,13.567337054,-47.783882937,4
310058,11.531198423,-25.384286829,40
310069,-16.064346923,-16.886020413,27
310071,8.4280770283,-14.555487565,27
310077,22.359896966,-42.486478092,38
310078,21.652768858,-42.815821328,38
310079,12.745478349,-41.516032247,38
310082,22.915998385,-44.236487444,38
310083,22.253508139,-43.89334142,38
310084,-9.7246865198,-66.805794082,3
310085,-9.9698996947,-66.18165552,3
310087,-8.0269145821,-64.85597959,31
310090,1.8726403165,-64.855510877,3
310092,3.2056825776,-61.2899281,30
310107,8.1489270413,-15.507117397,27
310113,8.0180467209,-50.994096837,28
310114,7.4997681363,-50.846570436,28
310115,18.053290584,-53.537584939,38
310118,22.330411939,-58.470445282,18
310119,22.447180793,-59.102876687,18
310122,-16.709774158,-33.457510479,24
310123,-17.350201797,-33.984534209,24
310136,22.046902129,-27.185975764,11
310146,-17.903197783,-15.721821788,27
310147,-17.640505408,-15.822643418,27
310149,14.920023161,-47.821847836,4
310154,15.109645155,-35.767743594,38
310158,6.745672741,-21.336746653,0
310164,-0.45664239959,-6.2888829069,6
310166,-17.503521816,-22.314356466,0
310181,-16.750000907,-27.910167081,40
310184,-16.474636248,-27.724892846,0
310185,-16.822910036,-27.605022425,0
310196,-1.1254861716,-60.163177942,11
310202,20.498062478,-61.71448463,25
310203,21.950211152,-55.025301679,22
310204,22.052620457,-55.645053022,22
310205,22.60791244,-55.150691388,22
310207,11.785370862,-27.562736888,40
310208,11.932369804,-27.891082424,40
310226,7.2262067638,-46.687148008,28
310227,7.4494468982,-47.198227586,28
310228,7.0362348663,-48.268313467,28
310229,6.8174329689,-47.891226715,28
310230,-13.595101869,-21.699152047,0
310249,21.049641606,-58.519367593,22
310258,26.210418137,-18.712423777,40
310259,-15.393191392,-31.397112922,24
310260,-16.016522249,-31.520019709,24
310269,-13.432389141,-57.018524554,26
310271,-16.012392632,-20.238325184,0
310272,-15.545509355,-20.097539035,27
310282,17.639509109,-47.234777289,4
310287,-14.913071574,-28.951440384,24
310289,7.172608663,-52.467158692,28
310293,2.9926356428,-9.8107298369,9
310294,8.5697235518,-13.653989586,27
310295,8.6802809464,-13.316273325,27
310308,-15.817635559,-39.376332086,24
310323,18.417734981,-15.939376849,0
310324,17.586767588,-15.711382317,0
310325,-8.2977608178,-60.382889395,30
310326,-7.8012189478,-60.323731812,30
310327,-8.1256046416,-53.27228389,8
310328,-7.2710267112,-52.91237904,43
310329,-7.8900945373,-52.24339846,43
310330,2.060760513,-52.023647939,28
310331,1.2300578453,-52.165205975,4
310354,-6.8964263529,-22.156406363,9
310371,-12.817924811,-16.992224315,27
310372,-12.096892087,-17.282237829,27
310373,-11.347096723,-13.17020478,9
310376,19.301525873,-57.184324658,22
310377,18.831247895,-56.526185658,22
310385,-1.1347437022,-23.089382462,49
310395,2.7372799328,-33.756142602,11
310396,3.1354095394,-34.419475449,11
310401,-14.979635282,-24.055728098,0
310402,-1.7190913357,-30.79568736,49
310403,-11.406823504,-30.772191712,24
310404,0.87429080778,-38.629825249,11
310408,-11.9909121,-35.957779474,24
310414,-0.19009395375,-31.641960454,27
310418,1.1439808893,-40.551854639,38
310419,0.23262039798,-40.149336965,40
310420,-9.3559768141,-41.012609771,24
310424,-0.91051674876,-45.608861245,49
310425,0.068915409619,-39.179023301,0
310426,-8.3109956158,-43.027059213,24
310428,-7.6819493186,-42.017333571,24
310429,-8.7813323669,-41.986976257,24
310439,24.059614513,-60.513154313,49
310454,24.019173585,-67.351225146,29
310455,23.593318912,-67.327205297,29
310467,20.553171012,-39.848139667,11
310482,17.784142697,-38.936594828,38
310487,19.678388761,-42.318104769,38
310494,19.192152858,-41.485292417,38
310495,18.934753612,-42.202564566,38
310564,25.75189391,-57.950114535,49
310566,-21.650072861,-13.271352837,27
310596,-14.819212192,-2.9790633429,9
310597,-15.490553601,-2.6457532779,9
310612,14.936903317,-11.226598193,0
310629,-21.60509868,-12.979571649,27
310630,-21.845858294,-13.069220012,27
310644,25.712680811,-5.8840362818,0
310701,9.3442582665,-0.65155696687,9
310702,8.9992019696,0.0,9
310715,13.953546882,-61.084230573,30
310716,13.668627865,-61.831413018,5
310719,16.420810362,-60.86077766,25
310740,14.119351114,-58.05304468,43
310805,9.0185967202,-10.522184255,27
310873,-26.823480252,-62.807852463,21
310876,9.4647776638,-14.579951735,0
310949,-14.61043016,-48.296936134,8
310950,-14.293299891,-47.601648514,8
311015,8.9340982786,-18.39327127,0
311023,-24.254811939,-67.85,42
311194,-15.918675459,-44.673360109,8
311205,-18.72289872,-7.5636552613,9
311229,7.4328696504,-30.564933922,11
311231,7.3713639239,-30.946109475,11
311245,-15.641074408,-44.336651647,8
311283,-17.075644996,-31.205150073,24
311305,-12.825609331,-53.616577141,8
311324,-24.978519733,-44.515294497,11
311326,-24.267756049,-44.237394796,11
311336,-11.739812728,-64.161902447,46
311341,-8.3749577568,-29.881860927,0
311363,26.150734231,-48.1042117,22
311535,10.27222116,-45.366918137,24
311600,25.713963334,-55.297457267,18
311601,25.698271512,-54.771500862,18
311632,10.813709154,-52.717762716,41
311641,27.025109654,-56.062455142,18
311654,-14.659165003,-24.475712477,0
311658,-18.976386346,-7.7526697693,9
311711,-14.480567574,-28.738547982,24
311722,6.1789663117,-64.34627765,31
311723,6.454775937,-63.743676502,31
311731,-21.455397698,-11.222824,27
311749,-21.695349542,-14.739841486,27
311750,-21.623491879,-15.046581705,27
311836,9.2602656836,-63.717911302,48
311844,-7.3805339705,-30.361373998,0
311847,25.618917102,-47.808343543,11
311863,10.929018404,-62.610523345,46
311962,-22.383780272,-10.386622743,27
312066,13.639791917,-40.18517814,11
312095,-19.006165297,-12.722168431,27
312152,-19.289311286,-7.5784366785,9
312199,26.597309899,-8.3100606073,0
312210,24.556325197,-55.30236386,18
312228,-19.444235883,-16.778733263,27
312229,-19.226379061,-16.951599086,27
312323,-17.567627541,-20.753822989,0
312324,-17.365398,-20.662719034,0
312327,27.025109654,-11.839744018,0
312335,26.519051276,-45.441539218,11
312340,-19.603408046,-21.891748951,27
312451,-20.247861715,-24.600461996,22
312453,-20.442452009,-24.393497333,24
312460,11.146144877,-42.464512669,38
312461,11.233828097,-42.080954919,38
312467,12.650782793,-54.955957218,4
312469,12.558332965,-55.332777509,4
312482,-20.971107213,-24.663663604,24
312483,-20.845649627,-24.446978488,18
312501,-19.004578386,-26.039861424,24
312507,-18.967763413,-35.119334624,14
312541,-8.5015134756,-67.335777281,20
312542,-21.367933951,-22.131887143,40
312543,-21.654793691,-22.059463571,0
312583,-24.967189811,-25.773986278,40
312584,-25.626076819,-25.474053547,40
312597,-24.288579425,0.0,27
312602,2.2874494664,-2.1946749694,9
312605,1.324317966,0.0,6
312606,-25.565297622,-44.216727464,11
312609,25.207241614,-27.733819378,11
312610,-26.852778689,-67.400071576,7
312611,-26.852778689,-66.747843959,2
312612,-27.347095966,-67.197772384,42
312616,22.060421784,-52.114888586,11
312620,-25.697815375,-33.678364951,40
312622,-19.894116844,-67.462863562,8
312627,-25.618014518,-49.602675305,40
312630,-20.124228398,-67.184103495,41
312631,-9.482478371,-67.333971992,20
312645,-8.7509058103,-66.819749273,3
312675,11.496520941,-9.8387693279,27
312679,11.326833248,-10.058347578,27
312681,10.984460365,-10.580993937,27
312702,9.4530795779,-16.059594307,0
312703,9.1586884143,-15.909383544,0
312705,9.0054967616,-21.395667198,0
312707,9.2603785887,-21.371869492,0
312708,9.0583753503,-21.17753669,0
312725,-19.223830613,-35.993593772,38
312726,-19.441184726,-35.833041176,18
312732,-21.828751126,-27.440058228,40
312733,-21.589630763,-27.332850483,0
312741,10.984831697,-33.440291778,11
312746,11.467601822,-33.305104828,11
312747,-26.912400464,-67.85,32
312748,11.757232365,-33.563954202,11
312749,11.842901953,-33.248491141,11
312754,11.344041899,-35.717735221,38
312758,11.571479092,-34.628185384,38
312785,8.8214030784,-43.586935329,4
312786,9.0142416128,-43.831960633,4
312789,9.4841462692,-49.215264752,14
312790,9.5341810695,-49.443679366,14
312792,-16.398009145,-66.990969527,19
312793,-16.20161224,-66.554371931,19
312794,-16.67942748,-66.604029509,44
312802,9.9357293488,-49.151741468,8
312814,20.110772533,-66.347461902,37
312817,10.27163618,-53.742284685,14
312818,10.136403707,-53.433983914,14
312819,9.9969951174,-53.209693646,8
312822,9.4837318552,-53.038810866,4
312824,9.5054390545,-52.716059321,4
312826,10.986910914,-57.198840512,8
312827,10.673239211,-57.119518945,43
312840,-18.329679563,-12.044300474,0
312841,-18.150909991,-11.765749227,27
312842,-18.405621577,-11.713086606,27
312846,-18.509168215,-11.43942045,27
312848,-17.903232889,-11.930238978,27
312849,-17.944127265,-11.328773004,27
312850,-18.162092957,-11.149584313,27
312857,-19.981955284,-13.269492141,0
312863,-19.518470519,-12.068208316,27
312865,-21.493759316,-65.866824298,29
312867,-19.589898492,-14.984642406,27
312868,-21.198384568,-66.664536946,33
312874,-20.101477716,-14.814156278,27
312877,-20.867944911,-32.289646546,24
312878,-16.097982345,-17.488119805,27
312879,-15.805001546,-16.485072748,27
312881,-16.204616852,-16.184420341,27
312885,-16.524967225,-16.039190385,27
312888,-19.927324192,-18.344425025,27
312890,-19.613603686,-18.42148194,27
312894,-19.859363334,-60.393346207,20
312909,-21.224734395,-22.767871508,22
312912,-18.485892839,-61.737558217,34
312919,-22.321598753,-56.925741019,26
312920,-22.573862078,-56.610112626,8
312924,-19.233469084,-29.300345606,0
312930,-19.392155311,-29.01830436,40
312931,-19.456507916,-29.24396823,0
312943,-21.08538744,-32.228857886,24
312946,-17.322930363,-56.848326973,19
312952,-19.019818559,-33.583724523,18
312954,-17.914765841,-53.240403828,26
312955,-17.851716523,-52.960496154,8
312957,-19.300919451,-33.765764453,18
312965,-21.982014067,-35.311501737,11
312967,-20.148494302,-52.90323842,49
312978,-16.684803958,-37.763958255,18
312981,-19.304864277,-52.723037685,6
312991,-17.819571219,-49.971846688,19
313002,-19.663272464,-41.875988853,18
313015,-20.442890533,-44.822699359,24
313016,-20.088628862,-45.005455014,18
313018,-20.845502447,-45.470792043,49
313023,-21.369024347,-48.824147048,4
313032,-21.152751465,-48.99332881,14
313036,-22.59872826,-54.351763236,18
313039,-21.416949809,-35.816255181,22
313041,-21.961208269,-42.304804155,24
313042,-22.845728077,-53.747429778,27
313043,-22.518313246,-53.798995915,9
313044,-23.042321023,-53.476863282,18
313046,-20.44236317,-35.823472413,8
313047,-20.441809283,-36.125575595,22
313069,-21.224345059,-35.720263553,11
313075,-21.818686023,-57.619514558,26
313078,-22.047485474,-57.734999156,6
313081,-21.851811259,-62.62196132,49
313082,-21.492760393,-62.058763969,20
313090,-21.151295267,-36.452789546,22
313092,10.942170107,-1.2174317093,9
313093,10.633835198,-0.60670903662,9
313094,-20.125027981,-37.312197452,24
313111,-21.712676322,-33.803866386,22
313112,-21.662093197,-34.096814636,22
313113,-21.193839786,-32.656840488,22
313114,-21.069735205,-32.974655089,22
313115,-20.876463227,-32.795753797,22
313117,-20.649758427,-33.665472641,22
313125,-19.341230128,-31.36658034,22
313128,-26.328786848,-18.653855175,0
313134,-20.952764543,-32.040565237,22
313147,-19.164400161,-27.05478856,22
313151,-21.848134261,-26.085653384,40
313153,-19.988238518,-24.674835951,22
313157,-13.556594915,-1.2462656427,9
313159,15.69750349,-2.6013919797,27
313162,15.922444189,-1.1509788086,27
313163,15.881587921,-1.8561897548,27
313164,-17.368526336,-34.911487945,18
313170,15.166785689,-1.993255633,27
313171,-20.299332597,-22.503578283,0
313172,-20.113016243,-22.435220166,27
313176,-19.142987279,-23.984329073,24
313177,24.620112957,-9.2782518887,0
313187,-19.982215438,-28.200014741,22
313192,-22.027631391,-24.474626798,0
313204,-6.0682870586,-64.833810507,31
313205,-5.328230857,-65.569161432,3
313207,-5.5764568926,-64.833389021,31
313208,-5.8229515416,-64.098376251,31
313209,5.1707958812,-64.228656846,31
313218,17.157800701,-65.733796407,23
313220,16.699606602,-65.129074404,48
313221,16.25409464,-65.034209083,20
313226,9.2669294874,-11.584059859,27
313230,8.6492935818,-12.04106528,27
313236,-22.531123589,-16.611510323,27
313240,10.246730861,-19.75125704,40
313253,-17.924447492,-15.129488317,27
313262,-16.522053682,-38.517634591,24
313263,-16.496336409,-38.872717992,24
313265,-19.046584653,-10.44521804,27
313270,12.462012085,-32.688985587,11
313271,12.131851765,-32.956916669,11
313273,-16.662779801,-39.247468536,24
313279,-19.297460408,-40.723620241,18
313283,9.5832435483,-46.790436439,14
313284,11.556370468,-65.998144995,33
313285,11.338214176,-65.707434765,23
313286,9.516454149,-51.418087832,14
313287,9.3287071118,-51.331649619,4
313289,9.0393426902,-51.171558511,4
313290,8.813543038,-51.027886923,4
313292,9.3740765715,-50.777552777,4
313293,8.7262479148,-54.615510995,14
313297,9.064080053,-59.261265202,43
313298,7.2654679762,-62.472287515,5
313299,7.7553435838,-62.525469049,46
313300,9.2610347487,-59.470601038,4
313309,8.2426882641,-64.736432602,3
313311,8.5145985858,-63.954340082,25
313312,8.2574141335,-64.356188527,31
313313,8.0811905575,-64.058992667,25
313321,11.244113588,-52.528772996,4
313324,-18.158866133,-15.574051643,0
313325,-18.410442384,-15.530123648,0
313327,-17.974813979,-15.39915469,0
313336,-22.270266868,-15.500592887,27
313338,-21.97797798,-21.369303707,0
313339,-22.312635257,-21.747097255,0
313340,11.460524932,-40.32916518,38
313344,-18.314802694,-19.59149018,24
313345,-18.035324006,-19.369006921,0
313346,9.5239956642,-38.594469002,38
313352,10.805550439,-31.562741153,11
313353,10.504395713,-31.47386731,11
313357,-21.871883134,-32.962194571,22
313358,11.690550949,-24.175385883,40
313359,11.372620531,-24.200610988,40
313363,-21.560877459,-33.054601343,22
313364,-21.305270834,-33.098269802,22
313365,10.275216988,-26.566072004,22
313366,10.416157919,-26.282937725,11
313367,10.514516525,-26.496630138,40
313368,10.656684511,-26.769450995,40
313369,10.790476013,-27.041601925,40
313371,11.793378597,-27.062443869,40
313375,-17.961328802,-30.391362464,24
313380,8.8723272282,-22.798539954,0
313387,11.559688768,-18.78684171,0
313388,-22.762237124,-38.304937555,22
313390,-22.506364201,-38.093519454,22
313391,-22.81628376,-38.03350829,22
313395,8.9485632851,-15.547551936,27
313396,8.9163268725,-15.258059873,27
313397,9.2468526026,-15.310211517,0
313401,-21.249190124,-43.601624659,18
313402,-21.224516479,-43.339403865,40
313410,18.671851161,-9.0680511676,0
313411,9.0030808818,-9.5254833571,27
313412,-17.67698772,-41.933525896,8
313413,-17.988831165,-41.821732813,24
313415,-17.303023853,-49.509898106,26
313419,12.385690449,-18.718281976,0
313424,-22.148283207,-48.944151538,22
313430,-20.725931967,-55.404697974,21
313431,-20.912623693,-55.678942309,44
313434,-20.367424321,-55.135948488,46
313438,-17.59164399,-52.842106281,26
313450,-18.712844224,-61.801354337,34
313451,-18.61366899,-62.010249184,34
313458,-22.10726562,-62.472229535,9
313466,22.157069876,-21.132705541,40
313469,26.60560436,-32.448337159,11
313470,6.9254788785,-4.4107649866,9
313471,7.3721357465,-3.6245343548,9
313472,8.0630262668,-3.5919746249,9
313475,26.650423433,-64.171864005,45
313476,5.1029450145,-2.7125161123,9
313480,25.676019693,-17.911107755,40
313481,26.203336543,-17.645596771,40
313492,-25.649019991,-22.864105162,0
313496,25.245931268,-52.942289358,22
313498,-0.15032229762,-11.829402525,9
313499,-0.97829769022,-11.26418787,9
313514,-1.852406104,-51.553762409,27
313518,3.6021222925,-52.567448205,28
313519,-23.066261022,-56.633408436,18
313524,2.3989721131,-30.642684317,40
313525,-18.106389756,-49.859526156,26
313533,-22.195737461,-44.739148727,22
313535,-19.349680591,-43.130388174,44
313536,4.5249857849,-44.171913946,4
313537,5.1379817193,-43.705746084,4
313550,9.4776187209,-7.9925341372,27
313556,9.4088539098,-20.211667954,0
313557,-16.09472202,-40.295576372,24
313558,8.9922436693,-20.944517583,0
313559,9.2471254964,-20.920719877,0
313562,13.469340527,-24.017940123,40
313563,12.895207792,-24.252213722,40
313565,-24.024825028,-30.882011422,40
313569,4.4426229944,-27.089227959,40
313570,5.3658496218,-27.181705307,40
313576,-17.399972205,-23.541042242,0
313578,10.271288201,-43.532706191,24
313582,12.516811525,-46.470771807,4
313583,12.976918067,-46.672586845,4
313584,15.122780147,-42.377814032,38
313588,-23.699286225,-20.213408815,0
313589,9.4652269833,-59.079699559,8
313590,9.3878774874,-58.849343041,8
313593,9.6503830273,-58.668890647,8
313594,9.8323216133,-58.826069022,46
313596,9.0013145478,-65.119287275,48
313604,-21.522873762,-10.193182807,27
313607,-17.322811025,-14.623958763,27
313631,-21.653241619,-18.549977522,0
313632,8.2679527907,-49.322230307,28
313634,-19.459608986,-18.796450886,27
313639,23.043099987,-10.963302479,0
313640,23.505793453,-10.514048154,0
313641,-22.164126627,-24.152668062,40
313647,8.5961281323,-31.227797003,11
313649,8.1539395082,-31.390065814,11
313661,-15.647562463,-17.548102094,27
313673,-23.44330372,-15.677735741,0
313676,-19.464470759,-30.430814658,24
313684,-21.057961194,-37.030009631,14
313689,-18.01149677,-42.787564274,26
313691,-21.420933716,-37.431148693,38
313692,-21.701291785,-37.592839768,22
313701,23.21027784,-54.787968058,22
313714,-4.8374579316,-64.098157513,31
313716,-4.5956795117,-63.34356493,46
313723,22.801362469,-63.734750886,10
313724,22.596270429,-63.054423683,6
313735,-19.691593618,-55.157106499,8
313741,-24.72256105,-64.391876414,45
313754,-17.785317035,-63.542493586,5
313755,-15.804278182,-66.262965103,19
313756,-16.085696517,-65.876025085,46
313757,-19.940588368,-64.042265066,3
313760,15.938483223,-62.156846095,5
313761,16.501325427,-62.721550764,46
313763,-9.779034392,-5.3500290668,6
313764,-10.608881799,-5.3786390714,6
313765,-11.012879965,-4.5963426448,6
313766,-7.7687052923,-4.5414317936,10
313768,8.8113482292,-39.538521367,38
313771,8.1308114743,-35.20142006,38
313774,-20.845383565,-47.307024002,41
313785,-23.519668878,-59.158566345,27
313790,8.2977727862,-58.926746924,43
313791,-23.90896933,-58.827474905,27
313792,-23.391689967,-58.617970742,24
313804,24.640621049,-6.9326548431,0
313805,-22.989766007,-57.205955687,18
313806,24.606276107,-8.6528567592,0
313809,21.888976047,-52.748534046,11
313811,21.001598158,-53.14563799,11
313812,21.612255978,-53.645038885,11
313813,26.235905406,-57.661891593,49
313816,-16.159185644,-52.108947754,26
313817,-16.499396638,-52.324772092,19
313823,-4.9961320905,-11.20625654,6
313824,-5.7165501146,-10.633297035,6
313828,-22.899092701,-35.56080143,11
313829,-22.934606553,-35.841531647,11
313831,-23.103546909,-35.333957564,22
313849,-16.30359101,-24.785477237,0
313850,-16.228671587,-25.05365502,0
313852,-21.730993705,-11.228561613,9
313853,-22.476187968,-10.655321924,27
313858,8.609731844,-40.137227059,4
313865,13.457889404,-22.974468288,40
313868,13.696554604,-44.532958513,38
313873,7.6443956215,-43.259286372,28
313874,7.5375243056,-43.674974444,28
313883,8.1613890797,-18.709012753,0
313884,8.2476094849,-18.367583263,0
313885,7.9257835087,-18.492042554,0
313889,-15.878692922,-32.801684309,24
313892,-20.107581668,-47.001919098,21
313895,7.5768354528,-18.263108108,0
313896,7.4906150476,-18.604537598,0
313899,12.328981037,-5.1733109483,27
313901,23.449301732,-29.591485603,11
313902,23.462856755,-29.013566904,11
313905,-20.2758118,-39.832488446,14
313906,-20.442669843,-39.633582968,26
313908,-6.3325109911,-62.584538685,46
313909,-6.1169749667,-61.807651724,5
313912,-5.3442771416,-62.587002784,5
313913,-5.5860555615,-63.341595368,46
313914,-6.0778857275,-63.342016854,46
313919,23.659351622,-63.105057727,44
313924,12.249060568,-50.496487329,4
313926,7.7141658987,-17.882253438,0
313927,8.6272089728,-18.323447424,0
313929,7.6698058518,-55.600554527,28
313932,-15.963418594,-11.896733667,9
313933,-15.974075031,-11.542806223,9
313945,-13.897117425,-7.0147362288,9
313954,26.240656854,-53.480855545,18
313955,27.025109654,-28.816110806,11
313962,-19.365821036,-7.0458667413,9
313968,23.562975522,-25.595293025,40
313969,24.126606585,-26.032985616,40
313971,-14.78777043,-59.244717187,30
313973,-15.903089461,-58.705506719,8
313978,-15.837235098,-37.740157159,24
313979,-15.841344409,-37.408260549,24
313983,-15.660943173,-38.103569371,24
313984,-19.582241248,-35.587890997,26
313989,-19.215446369,-5.7797169853,27
313990,-19.88548015,-37.500418752,18
313991,-19.613049867,-37.486757649,18
313999,7.6812006913,-40.505194147,4
314000,7.5888706547,-40.126410804,4
314006,12.64378058,-32.26656628,11
314008,12.974621631,-32.549059043,11
314013,-4.0894631627,-67.336253932,20
314017,19.269707712,-38.163118033,38
314019,-21.102035229,-9.449388831,9
314021,-4.4462754679,-42.375185905,0
314024,13.531747982,-13.506640791,0
314026,-8.9262184114,-43.95908362,24
314030,13.338900756,-14.016859927,0
314032,13.011951705,-13.64040271,0
314034,12.746502469,-31.807122523,11
314035,13.282582979,-31.615672862,11
314037,-16.81830868,-34.500234484,24
314040,22.783668607,-21.642179782,40
314041,-17.312380246,-45.707139824,26
314042,-16.469495176,-47.299446706,24
314043,-16.720108114,-47.164703509,24
314045,-8.0998282811,-61.897850162,5
314050,-8.5846150604,-61.952632893,5
314052,-23.301291852,-58.252529991,27
314062,-22.17903893,-45.820735377,18
314064,5.9264298687,-13.591508998,27
314065,-21.523052373,-30.365033494,22
314067,-21.766069661,-30.485231185,24
314068,-24.203163966,-29.670946227,40
314074,13.867231657,-38.421129423,11
314075,13.801370596,-39.059578022,11
314076,14.363416634,-38.737939476,11
314077,11.224168818,-64.650607507,23
314081,15.602362705,-20.462499147,40
314095,-22.55681119,-40.140609647,11
314098,13.397872654,-32.961108654,11
314100,13.259334064,-38.214783615,11
314103,-16.255027803,-59.320127956,26
314104,-16.612826002,-58.791348851,24
314105,-16.347749973,-59.061682094,26
314110,-13.240685365,-30.056110138,24
314112,8.6841371725,-8.1165719154,27
314113,8.7751194183,-7.7230535901,27
314115,8.2066649028,-8.0951149953,27
314116,7.6344298616,-7.9832700523,27
314119,-10.227652688,-65.568045952,31
314121,-15.185636419,-36.46643284,24
314122,-14.965935078,-36.925337416,24
314141,22.605936027,-13.425490329,0
314142,-6.4393844392,-25.125235397,9
314146,-10.419757838,-21.95876412,0
314147,-10.971617851,-22.799900397,0
314154,-9.8819492765,-21.248522434,27
314159,19.156085932,-22.566417561,40
314160,-13.800628737,-15.233084641,27
314161,22.719610203,-19.459516577,40
314166,-6.2745027379,-37.328498986,24
314178,13.89992495,-30.242979077,40
314182,6.1909501485,-43.062383855,4
314183,5.8380486442,-40.860450677,38
314184,5.3506146265,-41.136996092,38
314188,-22.545127053,-52.33481093,22
314190,-5.687879672,-18.594041735,6
314196,-18.623831111,-52.353071854,30
314197,-18.554785534,-52.643133674,26
314204,20.073897057,-57.175735523,22
314205,20.993027589,-57.597721164,22
314207,-0.60528091478,-48.907388589,0
314212,15.664620037,-56.354802714,14
314217,19.230107858,-49.762328057,38
314221,20.402968336,-52.372570048,38
314230,22.464917723,-11.501652521,0
314235,-12.625915179,-15.845602047,27
314243,6.5703424448,-39.42449643,38
314248,6.8263230793,-40.191091868,38
314249,6.6219464722,-39.801025351,38
314250,-15.444772542,-13.092831436,9
314252,-14.990005054,-12.480776116,9
314253,-15.5672017,-12.152536069,9
314255,14.29094286,-47.755028236,38
314256,14.520638478,-48.315730098,4
314257,-16.639626989,-50.154469397,26
314258,-16.299296606,-49.958785762,26
314262,5.0959363688,-31.490364518,11
314269,3.367830979,-12.39045556,9
314270,2.3901372741,-12.536873422,9
314273,-13.081001475,-16.41160718,27
314276,23.295558722,-32.991434553,11
314284,-12.988634322,-30.569015333,24
314285,19.723554773,-28.77273168,11
314286,20.374963762,-29.296646823,11
314288,20.183066442,-30.057351827,11
314289,21.227441471,-29.859486597,11
314293,-17.270124375,-49.900106764,26
314294,-17.553809645,-50.099695852,49
314296,-0.33689963407,-50.658657733,40
314297,-1.0632581623,-49.741985847,9
314298,-1.3801657351,-50.664459959,9
314299,15.802222575,-12.563172063,0
314302,18.132518066,-55.692852011,14
314310,20.934776485,-33.265487484,11
314316,16.358710705,-33.309686439,38
314320,-9.83894955,-59.052235266,30
314321,-8.2822279464,-58.13447116,30
314322,-7.9273870882,-58.914078347,30
314329,25.726333675,-53.211416417,18
314331,20.086641856,-49.806715593,38
314332,20.907795763,-50.005011259,11
314335,17.891232629,-21.068337291,40
314337,20.806901647,-33.860646275,11
314351,4.886735528,-41.659733889,4
314354,4.0431431052,-57.350268016,43
314355,3.3740744795,-57.607046048,43
314370,-1.8643478273,-64.094038918,31
314375,-22.601512164,-36.897446261,22
314381,-11.64664787,-30.053633947,24
314387,-9.6553816999,-32.509835988,24
314395,-9.7076352716,-33.47828724,24
314399,2.9452305265,-35.168608066,11
314403,-17.321967894,-17.844415403,27
314430,-0.99269966547,-16.183842917,6
314431,-1.9438656033,-16.629341314,6
314432,-17.353928797,-39.638309529,11
314436,-3.2037273159,-11.092464703,6
314437,-2.335530829,-10.758636646,6
314453,-5.6561829561,-54.713463274,43
314454,-6.1277631257,-54.133540252,43
314513,-21.809642975,-46.511408177,0
314530,-23.052422898,-36.895995733,22
314581,-19.427803598,-54.566498859,12
314605,-19.402001798,-66.674157669,34
314622,-22.453369494,-66.212379991,6
314642,-24.597650468,-63.753566393,44
314695,-26.755805437,-6.2534360161,27
314697,-26.738967256,-6.9300831953,27
314720,-18.484996207,-35.070351995,43
314721,-18.714540788,-35.135970773,43
314722,-18.616862658,-35.342063571,26
314775,-21.843020832,-57.90499326,49
314781,-21.550707831,-57.555895615,43
314782,-21.755172472,-57.385901511,8
314801,-22.91609404,-39.665667284,11
314807,-22.009211309,-57.158880121,26
314832,-22.637243747,-49.913748192,18
314834,-22.407142805,-48.722519173,22
314880,-10.518441226,-38.06109285,24
314917,7.1089406093,-59.980699119,41
314934,-22.099496999,-17.658077279,0
314940,-24.293207594,-43.457593756,11
314969,-21.105988225,-29.433023767,22
314970,-23.076599873,-57.823424902,9
314971,-5.4773404958,-14.611958402,6
315005,6.9438259483,-40.965393901,4
315006,6.9186531159,-40.569875211,38
315009,7.8095498064,-28.881578933,11
315011,7.3738346501,-28.749993757,40
315016,-22.161637135,-62.171421044,6
315019,-21.80942774,-46.283690392,0
315028,7.0201620355,-29.10570071,40
315031,6.835055509,-29.465870106,40
315032,7.3376069799,-29.508104047,11
315046,7.1011638251,-17.299322343,27
315047,7.2728381755,-16.949843808,27
315051,6.9081533243,-17.694400788,27
315103,-22.216442084,-16.732007547,27
315144,-22.720379715,-48.895226511,22
315155,-20.027706861,-34.076715268,18
315207,8.1531632466,-31.77738349,11
315208,7.810192133,-31.5704695,11
315239,-14.979111352,-42.826067926,24
315267,-18.405240891,-38.384394293,24
315313,-12.84946774,-20.573450021,27
315351,5.4806234559,-27.846897227,40
315352,6.0266217118,-27.356579801,40
315369,4.5102326018,-42.271635005,4
315371,-10.043721921,-45.998916421,8
315377,5.5348536692,-43.241671083,4
315386,-20.107779641,-39.382121088,24
315399,-15.912475347,-8.9606121793,9
315400,-15.768046725,-8.6088597667,9
315594,-1.1810774219,-28.629413518,49
315740,16.689467542,-45.137106235,4
315866,-0.4415761162,-27.980878503,9
316050,15.603145526,-67.35318721,36
316059,15.350216586,-65.687995646,20
316183,23.574175904,-38.216145476,11
316217,26.141466138,-66.399265876,42
316232,16.986255332,-66.368828149,36
