node,300.0,3630.0,classe
epsilon_31,0.040749585254816,0.0399118685796752,2
epsilon_33,0.0399602691333488,0.0378873382456631,2
epsilon_43,0.02430101307615,0.0194583296852069,7
epsilon_44,0.0186601421648591,0.0148923027770899,5
epsilon_45,0.0247396379721146,0.020264560788683,7
epsilon_46,0.0175625179041553,0.0147248276123025,5
epsilon_47,0.019813031097999,0.0166720645697868,1
epsilon_48,0.0171843726485652,0.014911291024191,5
epsilon_49,0.0173058455738271,0.0147806420821168,5
epsilon_50,0.016323999927166,0.0143370648873479,5
epsilon_51,0.0159602211170938,0.0136002782739161,0
epsilon_52,0.0155272726632903,0.0136144655163001,0
epsilon_53,0.0151047667037476,0.0128992766451249,0
epsilon_54,0.0148685424225482,0.0129788037590814,0
epsilon_55,0.0147747528114964,0.0125895380271998,0
epsilon_56,0.014575436337306,0.0126581805547058,9
epsilon_57,0.0145980068954339,0.0124352265725531,9
epsilon_58,0.0144488619431416,0.0125465952437311,9
epsilon_59,0.0146182022795023,0.0124795748151806,9
epsilon_60,0.0145480429102104,0.0126149482043015,9
epsilon_61,0.0147693449587818,0.012645266130615,0
epsilon_62,0.014654138051335,0.0127078318376524,9
epsilon_63,0.0148345521086828,0.0127605695599208,0
epsilon_64,0.0148234410341811,0.0128467049941006,0
epsilon_65,0.0149772478202088,0.0129123560938477,0
epsilon_66,0.0150793782872192,0.0130492377194324,0
epsilon_67,0.0151554514908621,0.0130632843647748,0
epsilon_68,0.0153516039808958,0.0132377293518759,0
epsilon_69,0.0153681546695011,0.0132118902820934,0
epsilon_70,0.0157836264454977,0.013504804374293,0
epsilon_71,0.0164500262548238,0.0138272888076512,5
epsilon_72,0.0157261540250842,0.0134212242487152,0
epsilon_73,0.0231536865262756,0.0166431221382505,1
epsilon_74,0.0146860517744103,0.0116589910445701,4
epsilon_75,0.0138534540401376,0.0118292602343623,9
epsilon_76,0.0141363995030876,0.0119427169106362,9
epsilon_77,0.0142267724215101,0.0120094056210747,9
epsilon_78,0.0142591078131304,0.0120494407534488,9
epsilon_79,0.0142302765412653,0.0120628748290432,9
