,epsilon_300,epsilon_600,sig
0,0.0310059747506841,0.0285334444079977,573.1039130213377
1,0.0242643618836665,0.0253435756403126,522.0056152683055
2,0.0304585672576663,0.0212014864642773,414.2481528981511
3,0.0269750667907271,0.0242882191353418,490.6540139429411
4,0.0244595603818033,0.0225706338214132,460.3722085039567
5,0.0320778160596934,0.0291021629227049,580.8942217150372
6,0.0255487179383688,0.0265795601077577,546.7429718115701
7,0.0277360278105831,0.0207323858474039,410.29290480063
8,0.0224997854853963,0.0239287451702979,493.9002788603219
9,0.0288198776676757,0.0276696854603605,561.4390000515971
