,epsilon_300,epsilon_600,sig
0,0.0138967930524009,0.0122347237129505,260.7880041746428
1,0.0147415176289059,0.0127525130694497,269.9210269747205
2,0.0149157215178053,0.0125002992960793,264.6932523405856
3,0.0157577112869799,0.0119953200422791,254.5451098432792
4,0.0154742253387606,0.0138362868311503,291.1079589631331
5,0.0150475886890428,0.0133316537043263,281.4997256377458
6,0.01526783560406,0.0136656657210262,287.9341709076942
7,0.0136541480251763,0.011690679293555,250.0438398748906
8,0.0141137698952586,0.0128584351735618,273.5427235337111
9,0.0143416477190404,0.013018713906947,276.4135911654988
