,epsilon_300,epsilon_600,sig
0,0.0185200553813838,0.0203818640841086,424.9750286283586
1,0.0216786173625392,0.0157472699950696,321.4163899604056
2,0.0217219296456254,0.0193748105375402,397.0140287511182
3,0.0193812787675882,0.0168554068918392,347.9213340712247
4,0.0239369206573063,0.0174130288032535,350.8627559477947
5,0.0229244146910345,0.0185648674075756,377.3245301096458
6,0.0188450555113029,0.0146627561756036,304.6091890530771
7,0.0209384949621674,0.0153364352245318,314.6846960223849
8,0.0234485738208517,0.0176212427953548,355.8853721783025
9,0.0203943228416165,0.0196772737680647,406.0822096016814
