,epsilon_300,epsilon_600,sig
0,0.0189730557407977,0.0152218971508899,315.4521850743934
1,0.0157564822817651,0.0161798403322962,341.0744140258856
2,0.0151932326714167,0.0145842575369035,308.0092324103172
3,0.0163650978641585,0.0167978992745163,352.9561645490535
4,0.0182452322501804,0.0132141944893831,276.7943742268355
5,0.0192604341984434,0.0149848686566785,310.3617108009382
6,0.0166607503060245,0.0141785088138506,296.5000614076205
7,0.0169309732174111,0.0158607354882287,331.2740687876857
8,0.0186466019153309,0.0137332537907111,286.2961784242348
9,0.0174243687864971,0.0163459062989271,340.3179154476744
