node,sig
10171,270.45746307666246
10172,277.22804419527984
10179,261.5975147435272
10180,279.58261739794347
10182,273.9023614773714
10186,280.4787620924403
10189,280.3969659570856
10190,284.0862825563146
10191,275.5292906334054
10192,275.1780955583438
10193,276.7319346923877
10194,278.1985778928672
10202,269.9047516120029
10203,279.8011576566191
10204,278.70672897986094
10205,276.41448734552984
10206,273.8662167847842
10207,273.15170190119284
10208,270.293841016839
10209,268.11108160626713
10210,267.09817393425897
10219,271.07887026487504
10220,267.6104240233079
10221,284.4333586332906
10223,281.828706221749
10225,280.2837616641681
10227,280.9804795593632
10229,282.2964397864795
10230,280.177008688756
10231,270.90325036387446
10232,276.4602252898077
10233,272.4758287441223
10240,282.49481653635183
10243,274.500602015259
10244,280.49982362090134
10246,281.2923895240764
10253,278.95277088304
10255,265.21648405511235
10258,281.34611764549345
10260,267.5043529207361
10261,281.00101460821634
10262,279.6693348093077
10264,281.1712521670504
10266,264.49758764844285
10268,282.2482683804149
10269,279.95165075885393
10272,279.624142997956
10273,272.2618520825814
10275,275.3606419501328
10276,281.5920960877644
10277,270.9861606739664
10278,280.03216289500375
10279,269.5175412781603
10283,279.75926684318677
10284,268.77267468129537
10285,274.57117024839283
10290,269.9652993750386
10291,273.18671900212985
10292,268.4411419851414
10294,272.90839649420684
